
<!-- saved from url=(0066)http://72.14.190.127:5984/am/_design/crunch/_list/csv/event_counts -->
<html><head><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"></head><body>doi	pubDate	journal	f1000Factor	backtweetsCount	deliciousCount	facebookShareCount	facebookLikeCount	facebookCommentCount	facebookClickCount	mendeleyReadersCount	almBlogsCount	pdfDownloadsCount	xmlDownloadsCount	htmlDownloadsCount	almCiteULikeCount	almScopusCount	almPubMedCount	almCrossRefCount	plosCommentCount	plosCommentResponsesCount	wikipediaCites
10.1371/journal.pbio.1000040	2009-02-24T00:00:00+00:00	pbio	false	0	0	0	0	0	0	2	2	854	20	3206	0	3	2	2	0	0	0
10.1371/journal.pbio.1000041	2009-02-24T00:00:00+00:00	pbio	12	0	0	0	0	0	0	17	0	1213	41	4197	1	2	6	8	0	0	0
10.1371/journal.pbio.1000042	2009-02-24T00:00:00+00:00	pbio	false	0	0	0	0	0	0	7	0	779	16	2909	1	4	1	4	1	0	0
10.1371/journal.pbio.1000043	2009-02-24T00:00:00+00:00	pbio	false	0	0	1	0	4	0	2	0	609	14	1842	0	6	3	2	0	0	0
10.1371/journal.pbio.1000044	2009-02-24T00:00:00+00:00	pbio	6	0	0	0	0	0	0	19	0	1097	19	4415	12	4	2	7	2	0	0
10.1371/journal.pbio.1000045	2009-03-03T00:00:00+00:00	pbio	6	0	0	0	0	0	0	3	0	588	32	2429	1	3	6	2	0	0	0
10.1371/journal.pbio.1000046	2009-02-24T00:00:00+00:00	pbio	false	0	0	1	0	0	0	0	0	842	20	3083	6	3	0	3	0	0	0
10.1371/journal.pbio.1000047	2009-03-03T00:00:00+00:00	pbio	false	0	0	0	0	0	0	11	0	1120	41	2885	3	4	7	7	0	0	0
10.1371/journal.pbio.1000048	2009-03-03T00:00:00+00:00	pbio	9	0	0	0	0	0	0	23	0	1984	42	5858	12	12	7	13	0	0	0
10.1371/journal.pbio.1000049	2009-03-10T00:00:00+00:00	pbio	false	0	0	0	0	0	0	14	0	850	87	3648	4	16	6	8	0	0	0
10.1371/journal.pbio.1000050	2009-02-10T00:00:00+00:00	pbio	false	0	0	0	0	0	0	6	0	653	35	3098	1	0	0	0	0	0	0
10.1371/journal.pbio.1000051	2009-03-03T00:00:00+00:00	pbio	false	0	0	0	0	0	0	4	0	778	83	2564	1	8	3	5	2	1	0
10.1371/journal.pbio.1000052	2009-03-10T00:00:00+00:00	pbio	6	0	0	0	0	0	0	14	0	1481	85	3752	6	23	4	3	0	0	0
10.1371/journal.pbio.1000053	2009-03-10T00:00:00+00:00	pbio	6	0	0	0	0	0	0	6	0	860	88	3161	0	3	3	1	0	0	0
10.1371/journal.pbio.1000054	2009-03-10T00:00:00+00:00	pbio	8	0	0	0	0	0	0	5	0	524	84	1876	0	6	4	6	0	0	0
10.1371/journal.pbio.1000055	2009-03-10T00:00:00+00:00	pbio	false	0	0	2	0	0	0	4	2	1759	103	6481	2	16	3	7	0	0	1
10.1371/journal.pbio.1000056	2009-03-10T00:00:00+00:00	pbio	false	0	0	0	0	0	0	37	1	1615	102	4825	0	10	1	10	0	0	4
10.1371/journal.pbio.1000057	2009-03-17T00:00:00+00:00	pbio	false	0	0	0	0	0	0	11	0	1104	50	3437	0	16	19	18	0	0	0
10.1371/journal.pbio.1000058	2009-04-07T00:00:00+00:00	pbio	9	0	2	2	0	0	0	0	3	2759	106	11634	4	10	0	8	2	0	0
10.1371/journal.pbio.1000059	2009-03-17T00:00:00+00:00	pbio	false	0	0	0	0	0	0	8	0	1106	98	3490	1	3	2	2	0	0	0
10.1371/journal.pbio.1000060	2009-03-03T00:00:00+00:00	pbio	8	0	0	0	0	0	0	9	0	1066	31	2634	1	10	5	6	0	0	0
10.1371/journal.pbio.1000061	2009-03-17T00:00:00+00:00	pbio	false	0	2	4	3	0	0	42	2	2479	115	10131	6	8	2	2	1	0	0
10.1371/journal.pbio.1000062	2009-03-17T00:00:00+00:00	pbio	false	0	0	0	0	0	0	23	0	1864	81	4087	2	1	4	3	0	0	0
10.1371/journal.pbio.1000063	2009-04-07T00:00:00+00:00	pbio	6	0	1	0	0	0	0	1	0	824	19	3701	4	0	1	2	0	0	0
10.1371/journal.pbio.1000064	2009-03-31T00:00:00+00:00	pbio	false	0	0	0	0	0	0	4	0	418	86	1895	4	0	0	0	0	0	0
10.1371/journal.pbio.1000065	2009-03-03T00:00:00+00:00	pbio	false	0	0	0	0	0	0	3	0	595	89	2012	1	0	0	0	0	0	0
10.1371/journal.pbio.1000066	2009-03-17T00:00:00+00:00	pbio	false	0	1	0	0	0	0	8	0	1000	87	3076	0	0	0	0	0	0	0
10.1371/journal.pbio.1000067	2009-05-19T00:00:00+00:00	pbio	7	0	1	1	0	0	0	9	2	1076	24	4718	1	17	2	5	0	0	0
10.1371/journal.pbio.1000068	2009-03-24T00:00:00+00:00	pbio	false	0	0	0	0	0	0	23	0	1592	43	4172	5	5	3	4	0	0	0
10.1371/journal.pbio.1000069	2009-03-31T00:00:00+00:00	pbio	false	0	0	0	0	0	0	10	0	497	79	2232	1	1	0	1	0	0	0
10.1371/journal.pbio.1000070	2009-03-31T00:00:00+00:00	pbio	false	0	0	0	0	0	0	3	0	365	80	1162	0	1	0	0	0	0	0
10.1371/journal.pbio.1000071	2009-03-31T00:00:00+00:00	pbio	false	0	0	0	0	0	0	6	0	486	35	2723	0	3	0	1	0	0	0
10.1371/journal.pbio.1000072	2009-03-31T00:00:00+00:00	pbio	7	0	1	1	0	0	0	4	0	525	27	1683	1	5	1	5	0	0	0
10.1371/journal.pbio.1000073	2009-03-31T00:00:00+00:00	pbio	false	0	0	0	0	0	0	8	0	856	82	2520	0	4	1	3	0	0	0
10.1371/journal.pbio.1000074	2009-03-31T00:00:00+00:00	pbio	false	0	2	1	0	0	0	16	0	1368	117	12245	2	3	2	2	0	0	0
10.1371/journal.pbio.1000075	2009-03-31T00:00:00+00:00	pbio	false	0	0	0	0	0	0	7	0	1177	89	5055	2	4	0	5	0	0	0
10.1371/journal.pbio.1000076	2009-03-24T00:00:00+00:00	pbio	false	0	0	0	0	0	0	5	0	489	81	2163	1	0	0	0	0	0	0
10.1371/journal.pbio.1000077	2009-03-31T00:00:00+00:00	pbio	false	0	0	0	0	0	0	3	0	834	81	3399	0	0	0	0	1	0	0
10.1371/journal.pbio.1000078	2009-03-24T00:00:00+00:00	pbio	false	0	2	0	0	0	0	9	1	773	78	3541	3	0	0	0	1	0	0
10.1371/journal.pbio.1000079	2009-04-07T00:00:00+00:00	pbio	false	0	0	0	0	0	0	7	0	923	15	3056	0	0	1	0	0	0	0
10.1371/journal.pbio.1000080	2009-04-07T00:00:00+00:00	pbio	8	0	0	0	0	0	0	4	0	768	23	2520	0	2	2	3	0	0	0
10.1371/journal.pbio.1000081	2009-03-31T00:00:00+00:00	pbio	false	0	0	0	0	0	0	10	0	655	76	2097	1	1	1	0	0	0	0
10.1371/journal.pbio.1000082	2009-04-14T00:00:00+00:00	pbio	7	0	0	0	0	0	0	19	0	1036	38	4232	6	1	2	1	0	0	0
10.1371/journal.pbio.1000083	2009-04-14T00:00:00+00:00	pbio	false	0	0	0	0	0	0	6	0	994	21	2922	0	1	1	2	0	0	0
10.1371/journal.pbio.1000084	2009-04-14T00:00:00+00:00	pbio	false	0	0	1	0	0	0	10	0	972	18	2237	1	8	7	6	0	0	0
10.1371/journal.pbio.1000085	2009-04-14T00:00:00+00:00	pbio	false	0	0	0	0	0	0	4	0	536	17	2331	0	4	1	2	2	0	0
10.1371/journal.pbio.1000086	2009-04-07T00:00:00+00:00	pbio	false	0	0	0	0	0	0	2	0	1065	21	3201	0	6	1	4	1	0	0
10.1371/journal.pbio.1000087	2009-04-21T00:00:00+00:00	pbio	8	0	0	0	0	0	0	12	0	709	21	3071	4	5	1	3	0	0	0
10.1371/journal.pbio.1000088	2009-04-21T00:00:00+00:00	pbio	6	0	0	0	0	0	0	5	0	960	21	3266	1	2	2	2	0	0	0
10.1371/journal.pbio.1000089	2009-04-21T00:00:00+00:00	pbio	false	0	0	0	0	0	0	2	0	1052	22	2521	2	5	0	2	0	0	0
10.1371/journal.pbio.1000090	2009-04-21T00:00:00+00:00	pbio	6	0	0	0	0	0	0	12	0	1846	27	4891	2	15	7	6	0	0	0
10.1371/journal.pbio.1000091	2009-04-28T00:00:00+00:00	pbio	false	0	0	1	0	0	0	8	0	770	18	2662	0	3	1	1	0	0	0
10.1371/journal.pbio.1000092	2009-04-28T00:00:00+00:00	pbio	8	0	1	0	0	0	0	11	2	1543	40	5905	2	7	0	2	1	0	1
10.1371/journal.pbio.1000093	2009-04-28T00:00:00+00:00	pbio	false	0	1	1	0	0	0	4	0	671	39	5496	1	0	0	0	0	0	0
10.1371/journal.pbio.1000094	2009-04-28T00:00:00+00:00	pbio	false	0	0	0	0	0	0	7	0	617	17	2065	0	3	1	0	0	0	0
10.1371/journal.pbio.1000095	2009-04-28T00:00:00+00:00	pbio	false	0	14	132	2	2	2	15	1	1787	50	26194	5	2	2	3	0	0	2
10.1371/journal.pbio.1000096	2009-04-28T00:00:00+00:00	pbio	false	0	1	1	0	0	0	33	0	1707	24	4990	7	13	7	11	0	0	0
10.1371/journal.pbio.1000097	2009-04-28T00:00:00+00:00	pbio	6	0	0	0	0	0	0	4	0	761	18	2472	3	4	2	2	0	0	0
10.1371/journal.pbio.1000098	2009-04-28T00:00:00+00:00	pbio	false	0	0	0	0	0	0	7	1	623	15	2076	3	3	2	1	0	0	0
10.1371/journal.pbio.1000099	2009-04-28T00:00:00+00:00	pbio	7	0	0	1	0	0	0	4	0	560	13	1736	1	5	1	1	0	0	0
10.1371/journal.pbio.1000100	2009-05-19T00:00:00+00:00	pbio	false	0	2	3	0	0	0	3	0	384	18	2931	0	0	0	0	0	0	0
10.1371/journal.pbio.1000101	2009-05-05T00:00:00+00:00	pbio	false	0	0	0	0	0	0	23	0	1159	22	4297	1	6	4	1	0	0	0
10.1371/journal.pbio.1000102	2009-05-05T00:00:00+00:00	pbio	6	0	0	0	0	0	0	2	0	808	18	3211	3	16	6	8	0	0	0
10.1371/journal.pbio.1000103	2009-05-05T00:00:00+00:00	pbio	false	0	0	0	0	0	0	5	0	500	18	2203	1	5	2	3	0	0	0
10.1371/journal.pbio.1000104	2009-04-28T00:00:00+00:00	pbio	false	0	0	0	0	0	0	4	0	237	17	1302	1	0	0	0	0	0	0
10.1371/journal.pbio.1000105	2009-05-05T00:00:00+00:00	pbio	false	0	0	0	0	0	0	17	0	1192	23	3818	2	9	4	6	0	0	0
10.1371/journal.pbio.1000106	2009-05-05T00:00:00+00:00	pbio	false	0	0	0	0	0	0	12	0	625	30	3217	2	1	0	1	0	0	0
10.1371/journal.pbio.1000107	2009-05-26T00:00:00+00:00	pbio	8	0	0	1	0	0	0	6	0	617	17	2531	0	9	7	6	0	0	0
10.1371/journal.pbio.1000108	2009-04-28T00:00:00+00:00	pbio	false	0	0	0	0	0	0	0	0	80	13	336	0	0	0	0	0	0	0
10.1371/journal.pbio.1000109	2009-05-26T00:00:00+00:00	pbio	8	0	0	0	0	0	0	6	0	638	17	2629	0	4	0	2	0	0	0
10.1371/journal.pbio.1000110	2009-05-26T00:00:00+00:00	pbio	false	0	0	0	0	0	0	8	0	583	14	1934	0	11	3	4	0	0	1
10.1371/journal.pbio.1000111	2009-05-26T00:00:00+00:00	pbio	false	0	0	0	0	0	0	7	0	604	14	2352	1	11	5	6	0	0	1
10.1371/journal.pbio.1000112	2009-05-26T00:00:00+00:00	pbio	false	0	1	1	0	0	0	25	0	1713	25	7376	5	24	13	14	3	1	2
10.1371/journal.pbio.1000113	2009-05-26T00:00:00+00:00	pbio	false	0	0	0	0	0	0	5	0	245	16	1749	0	0	0	0	0	0	0
10.1371/journal.pbio.1000114	2009-05-26T00:00:00+00:00	pbio	false	0	30	193	8	13	10	6	1	2053	60	40852	14	3	1	0	32	23	13
10.1371/journal.pbio.1000115	2009-05-26T00:00:00+00:00	pbio	false	0	0	0	0	0	0	13	0	555	14	2556	8	2	2	1	0	0	0
10.1371/journal.pbio.1000116	2009-05-26T00:00:00+00:00	pbio	false	0	0	0	0	0	0	6	0	711	21	2813	1	2	0	2	0	0	0
10.1371/journal.pbio.1000117	2009-06-16T00:00:00+00:00	pbio	false	0	0	0	0	0	0	3	0	196	13	1449	0	0	0	0	0	0	0
10.1371/journal.pbio.1000118	2009-06-09T00:00:00+00:00	pbio	false	0	1	1	0	0	0	9	0	569	14	2908	1	1	1	2	0	0	0
10.1371/journal.pbio.1000119	2009-05-26T00:00:00+00:00	pbio	false	0	0	0	0	0	0	5	0	514	10	2012	1	21	10	16	0	0	0
10.1371/journal.pbio.1000120	2009-05-26T00:00:00+00:00	pbio	false	0	0	0	0	0	0	9	0	606	15	1581	0	6	1	2	0	0	0
10.1371/journal.pbio.1000121	2009-06-02T00:00:00+00:00	pbio	false	0	0	0	0	0	0	12	0	2586	19	6040	2	17	8	14	0	0	0
10.1371/journal.pbio.1000122	2009-06-02T00:00:00+00:00	pbio	false	0	0	0	0	0	0	8	0	301	14	2329	0	0	0	0	0	0	0
10.1371/journal.pbio.1000123	2009-06-09T00:00:00+00:00	pbio	false	0	1	0	0	0	0	4	0	512	11	1928	1	3	1	0	0	0	0
10.1371/journal.pbio.1000124	2009-06-09T00:00:00+00:00	pbio	10	0	0	1	0	0	0	17	1	2657	31	10282	6	12	4	12	0	0	0
10.1371/journal.pbio.1000125	2009-06-09T00:00:00+00:00	pbio	false	0	0	2	0	0	0	9	0	708	14	2782	0	11	2	5	0	0	0
10.1371/journal.pbio.1000126	2009-06-09T00:00:00+00:00	pbio	false	0	0	0	0	0	0	3	0	539	13	1886	1	7	3	3	0	0	0
10.1371/journal.pbio.1000127	2009-06-23T00:00:00+00:00	pbio	false	0	1	0	0	0	0	11	0	452	13	2242	5	0	0	0	0	0	0
10.1371/journal.pbio.1000128	2009-06-30T00:00:00+00:00	pbio	false	0	0	1	0	0	0	6	0	311	35	2936	0	0	0	0	0	0	0
10.1371/journal.pbio.1000129	2009-06-16T00:00:00+00:00	pbio	false	0	0	0	0	0	0	4	0	438	12	2192	2	6	2	0	0	0	0
10.1371/journal.pbio.1000130	2009-06-16T00:00:00+00:00	pbio	8	0	0	0	0	0	0	9	1	892	18	3678	0	11	2	7	0	0	0
10.1371/journal.pbio.1000131	2009-06-23T00:00:00+00:00	pbio	false	0	4	6	0	0	2	12	1	3490	40	13058	1	12	1	5	1	0	0
10.1371/journal.pbio.1000132	2009-06-16T00:00:00+00:00	pbio	false	0	0	0	0	0	0	18	1	754	24	4077	0	7	1	5	1	0	0
10.1371/journal.pbio.1000133	2009-06-16T00:00:00+00:00	pbio	10	0	0	1	0	0	0	7	0	792	16	2618	0	9	4	10	0	0	0
10.1371/journal.pbio.1000134	2009-06-23T00:00:00+00:00	pbio	false	0	1	0	0	0	0	11	0	1471	21	5117	20	19	8	8	1	0	0
10.1371/journal.pbio.1000135	2009-06-23T00:00:00+00:00	pbio	false	0	0	0	0	0	0	9	0	442	10	1536	0	3	2	0	0	0	0
10.1371/journal.pbio.1000136	2009-06-23T00:00:00+00:00	pbio	10	0	2	0	0	0	0	17	0	949	13	3342	2	4	1	1	0	0	0
10.1371/journal.pbio.1000137	2009-06-23T00:00:00+00:00	pbio	10	0	0	1	0	0	0	22	0	1832	23	5694	6	23	6	9	0	0	0
10.1371/journal.pbio.1000138	2009-06-30T00:00:00+00:00	pbio	false	0	1	0	0	0	0	5	0	638	14	2231	0	4	2	3	0	0	0
10.1371/journal.pbio.1000139	2009-06-30T00:00:00+00:00	pbio	false	0	0	0	0	0	0	6	0	1016	14	3880	0	16	0	4	0	0	0
10.1371/journal.pbio.1000140	2009-06-30T00:00:00+00:00	pbio	false	0	1	0	0	0	0	6	0	490	10	1599	5	5	2	1	0	0	0
10.1371/journal.pbio.1000141	2009-07-07T00:00:00+00:00	pbio	false	0	1	0	0	0	0	23	0	607	14	2874	6	0	0	0	0	0	0
10.1371/journal.pbio.1000142	2009-06-30T00:00:00+00:00	pbio	false	0	0	0	0	0	0	6	0	448	28	1840	0	1	0	0	0	0	0
10.1371/journal.pbio.1000143	2009-06-30T00:00:00+00:00	pbio	false	0	1	2	0	0	0	12	0	392	33	2213	0	1	0	1	0	0	0
10.1371/journal.pbio.1000144	2009-06-30T00:00:00+00:00	pbio	false	0	1	5	4	0	0	12	0	819	16	4311	1	4	0	3	2	1	1
10.1371/journal.pbio.1000145	2009-06-23T00:00:00+00:00	pbio	false	0	4	4	0	0	0	11	0	1058	38	4412	3	1	0	1	0	0	0
10.1371/journal.pbio.1000146	2009-06-30T00:00:00+00:00	pbio	8	0	1	2	0	0	0	11	0	1448	32	5036	6	7	0	2	1	0	0
10.1371/journal.pbio.1000147	2009-06-30T00:00:00+00:00	pbio	8	0	0	1	0	0	0	8	0	526	10	2840	1	2	2	0	0	0	0
10.1371/journal.pbio.1000148	2009-07-07T00:00:00+00:00	pbio	false	0	0	2	0	0	0	6	0	991	15	2784	0	17	3	8	1	0	0
10.1371/journal.pbio.1000149	2009-07-07T00:00:00+00:00	pbio	6	0	1	1	0	0	0	36	0	1865	16	5122	6	21	9	8	0	0	0
10.1371/journal.pbio.1000150	2009-07-14T00:00:00+00:00	pbio	false	0	0	1	0	0	0	12	0	714	15	3631	1	6	1	5	0	0	0
10.1371/journal.pbio.1000151	2009-07-14T00:00:00+00:00	pbio	false	0	0	0	0	0	0	3	0	600	17	2110	0	5	1	1	0	0	0
10.1371/journal.pbio.1000152	2009-07-21T00:00:00+00:00	pbio	false	0	2	1	0	0	0	10	0	349	30	2667	0	0	0	0	0	0	0
10.1371/journal.pbio.1000153	2009-07-21T00:00:00+00:00	pbio	9	0	4	4	0	0	0	29	0	1220	23	9019	5	10	1	4	0	0	0
10.1371/journal.pbio.1000154	2009-07-21T00:00:00+00:00	pbio	6	0	0	1	0	0	0	16	0	562	10	1880	0	10	2	4	1	0	0
10.1371/journal.pbio.1000155	2009-07-21T00:00:00+00:00	pbio	6	0	0	1	0	0	0	8	0	707	15	3815	0	7	1	2	0	0	0
10.1371/journal.pbio.1000156	2009-07-21T00:00:00+00:00	pbio	false	0	3	0	0	0	0	8	0	301	11	1964	1	0	0	1	0	0	0
10.1371/journal.pbio.1000157	2009-07-21T00:00:00+00:00	pbio	false	0	1	0	0	0	0	27	0	2102	15	4507	1	21	11	20	0	0	0
10.1371/journal.pbio.1000158	2009-07-21T00:00:00+00:00	pbio	false	0	1	0	0	0	0	2	0	648	17	4105	0	0	0	0	0	0	0
10.1371/journal.pbio.1000159	2009-07-28T00:00:00+00:00	pbio	false	0	0	0	0	0	0	10	0	972	45	3070	0	9	1	5	0	0	0
10.1371/journal.pbio.1000160	2009-07-21T00:00:00+00:00	pbio	false	0	0	3	0	0	0	4	0	242	23	2103	0	0	0	0	0	0	0
10.1371/journal.pbio.1000161	2009-07-28T00:00:00+00:00	pbio	false	0	0	0	0	0	0	6	0	488	12	1749	2	1	2	1	6	4	0
10.1371/journal.pbio.1000162	2009-07-28T00:00:00+00:00	pbio	false	0	0	1	0	0	0	7	0	422	30	3456	2	0	0	0	0	0	0
10.1371/journal.pbio.1000163	2009-07-28T00:00:00+00:00	pbio	false	0	0	2	0	0	0	5	0	608	14	2319	1	6	5	2	0	0	0
10.1371/journal.pbio.1000164	2009-07-28T00:00:00+00:00	pbio	false	0	3	3	0	0	0	15	0	655	17	2504	3	3	1	2	0	0	0
10.1371/journal.pbio.1000165	2009-08-04T00:00:00+00:00	pbio	false	0	16	3	0	0	0	18	0	780	26	8264	4	2	0	0	6	0	0
10.1371/journal.pbio.1000166	2009-08-04T00:00:00+00:00	pbio	false	0	2	0	0	0	0	22	0	521	11	2286	3	1	1	2	0	0	0
10.1371/journal.pbio.1000167	2009-08-04T00:00:00+00:00	pbio	false	0	2	0	0	0	0	18	0	795	10	2294	2	3	0	3	0	0	0
10.1371/journal.pbio.1000168	2009-08-04T00:00:00+00:00	pbio	8	0	0	1	0	0	0	21	0	892	12	3133	4	5	2	9	0	0	0
10.1371/journal.pbio.1000169	2009-08-11T00:00:00+00:00	pbio	false	0	0	1	0	0	0	5	0	478	15	1816	1	5	0	1	0	0	0
10.1371/journal.pbio.1000170	2009-08-11T00:00:00+00:00	pbio	false	0	0	0	0	0	0	8	0	620	13	1979	3	11	2	6	0	0	0
10.1371/journal.pbio.1000171	2009-08-18T00:00:00+00:00	pbio	false	0	0	0	0	0	0	9	0	529	12	2049	3	2	1	0	0	0	0
10.1371/journal.pbio.1000172	2009-08-18T00:00:00+00:00	pbio	10	0	0	0	0	0	0	5	1	1281	14	4045	1	13	3	5	0	0	0
10.1371/journal.pbio.1000173	2009-08-18T00:00:00+00:00	pbio	false	0	2	0	0	0	0	21	0	673	12	2092	8	9	3	4	0	0	0
10.1371/journal.pbio.1000174	2009-08-18T00:00:00+00:00	pbio	false	0	3	5	0	0	0	19	0	1480	14	4992	3	6	1	2	1	0	0
10.1371/journal.pbio.1000175	2009-08-18T00:00:00+00:00	pbio	false	0	0	2	0	0	0	4	0	383	15	4479	1	0	0	0	1	0	0
10.1371/journal.pbio.1000176	2009-08-18T00:00:00+00:00	pbio	false	0	0	0	0	0	0	18	0	707	11	2397	2	10	1	2	0	0	0
10.1371/journal.pbio.1000177	2009-08-25T00:00:00+00:00	pbio	false	0	2	1	0	0	0	4	0	880	14	3550	3	9	2	4	0	0	0
10.1371/journal.pbio.1000178	2009-08-25T00:00:00+00:00	pbio	false	0	2	0	0	0	0	2	2	1097	15	4471	2	3	0	7	0	0	0
10.1371/journal.pbio.1000179	2009-08-25T00:00:00+00:00	pbio	false	0	0	0	0	0	0	15	0	437	15	2111	2	6	2	6	0	0	0
10.1371/journal.pbio.1000180	2009-08-25T00:00:00+00:00	pbio	false	0	0	0	0	0	0	6	0	428	10	2702	0	0	0	0	0	0	0
10.1371/journal.pbio.1000181	2009-09-01T00:00:00+00:00	pbio	false	0	0	0	0	0	0	5	0	808	19	2829	0	11	4	2	0	0	0
10.1371/journal.pbio.1000182	2009-08-25T00:00:00+00:00	pbio	false	0	2	2	1	0	0	4	0	261	16	3131	2	0	0	0	1	0	0
10.1371/journal.pbio.1000183	2009-08-25T00:00:00+00:00	pbio	false	0	0	0	0	0	0	0	0	152	16	1808	0	0	0	0	0	0	1
10.1371/journal.pbio.1000184	2009-08-25T00:00:00+00:00	pbio	7	0	2	0	0	0	0	4	0	651	16	2288	0	8	0	6	0	0	0
10.1371/journal.pbio.1000185	2009-08-25T00:00:00+00:00	pbio	false	0	0	0	0	0	0	9	0	520	23	2472	0	0	0	0	1	0	0
10.1371/journal.pbio.1000186	2009-10-20T00:00:00+00:00	pbio	false	0	0	0	0	0	0	12	0	439	20	2476	0	0	0	0	0	0	0
10.1371/journal.pbio.1000187	2009-09-08T00:00:00+00:00	pbio	12	0	0	0	0	0	0	7	0	521	12	2113	0	2	0	2	0	0	0
10.1371/journal.pbio.1000188	2009-09-08T00:00:00+00:00	pbio	false	0	0	0	0	0	0	7	0	369	19	1112	0	5	2	2	0	0	0
10.1371/journal.pbio.1000189	2009-09-08T00:00:00+00:00	pbio	false	0	0	0	0	0	0	7	0	403	20	1303	1	4	3	0	0	0	0
10.1371/journal.pbio.1000190	2009-09-15T00:00:00+00:00	pbio	false	0	0	1	0	0	0	2	0	643	22	2032	0	4	0	4	0	0	0
10.1371/journal.pbio.1000191	2009-09-08T00:00:00+00:00	pbio	8	0	0	0	0	0	0	17	0	824	18	2580	2	15	7	3	0	0	0
10.1371/journal.pbio.1000192	2009-09-08T00:00:00+00:00	pbio	false	0	0	1	0	0	0	8	0	501	31	1878	0	4	0	1	0	0	0
10.1371/journal.pbio.1000193	2009-09-22T00:00:00+00:00	pbio	false	0	0	1	0	0	0	4	0	297	16	1024	0	2	3	1	0	0	0
10.1371/journal.pbio.1000194	2009-09-15T00:00:00+00:00	pbio	false	0	0	0	0	0	0	5	0	261	30	893	0	7	1	3	0	0	0
10.1371/journal.pbio.1000195	2009-09-22T00:00:00+00:00	pbio	false	0	0	0	0	0	0	3	0	169	24	1290	0	0	0	0	0	0	0
10.1371/journal.pbio.1000196	2009-09-15T00:00:00+00:00	pbio	6	0	0	0	0	0	0	3	0	337	26	1075	2	5	1	1	0	0	0
10.1371/journal.pbio.1000197	2009-09-15T00:00:00+00:00	pbio	false	1	30	249	39	90	21	9	1	4187	48	39487	83	2	1	1	29	5	0
10.1371/journal.pbio.1000198	2009-09-15T00:00:00+00:00	pbio	false	0	0	3	0	0	0	7	0	312	18	2424	7	0	0	0	0	0	0
10.1371/journal.pbio.1000199	2009-09-22T00:00:00+00:00	pbio	false	0	0	1	0	0	0	6	0	286	20	1009	0	5	1	2	0	0	0
10.1371/journal.pbio.1000200	2009-09-22T00:00:00+00:00	pbio	false	0	0	0	0	0	0	3	0	338	16	1275	0	4	1	2	0	0	0
10.1371/journal.pbio.1000201	2009-09-22T00:00:00+00:00	pbio	false	0	0	0	0	0	0	15	0	607	17	2604	2	5	0	1	6	0	0
10.1371/journal.pbio.1000202	2009-09-29T00:00:00+00:00	pbio	10	0	1	0	0	0	0	10	0	588	12	1887	0	5	1	2	0	0	0
10.1371/journal.pbio.1000203	2009-09-29T00:00:00+00:00	pbio	false	0	0	1	0	0	0	10	1	476	14	3188	0	2	0	0	0	0	0
10.1371/journal.pbio.1000204	2009-09-29T00:00:00+00:00	pbio	false	0	0	0	0	0	0	19	0	907	16	2704	4	12	4	1	0	0	0
10.1371/journal.pbio.1000205	2009-09-29T00:00:00+00:00	pbio	false	0	1	2	0	0	0	14	0	831	26	2826	9	8	2	3	0	0	1
10.1371/journal.pbio.1000206	2009-09-29T00:00:00+00:00	pbio	false	0	0	1	0	0	0	3	0	307	26	1604	3	0	0	0	0	0	0
10.1371/journal.pbio.1000207	2009-09-29T00:00:00+00:00	pbio	false	0	0	0	0	0	0	4	0	302	20	1488	0	0	0	0	0	0	0
10.1371/journal.pbio.1000208	2009-10-06T00:00:00+00:00	pbio	false	0	0	0	0	0	0	4	0	364	17	1150	0	1	1	2	0	0	0
10.1371/journal.pbio.1000209	2009-09-29T00:00:00+00:00	pbio	false	0	1	2	0	0	0	21	0	564	22	2732	0	1	0	0	0	0	0
10.1371/journal.pbio.1000210	2009-09-29T00:00:00+00:00	pbio	13	0	0	0	0	0	0	22	0	762	9	2295	1	3	1	4	0	0	0
10.1371/journal.pbio.1000211	2009-09-29T00:00:00+00:00	pbio	false	0	0	2	0	11	0	9	0	338	32	1847	0	0	0	0	0	0	0
10.1371/journal.pbio.1000212	2009-10-06T00:00:00+00:00	pbio	false	0	0	0	0	0	0	5	0	193	10	830	0	4	1	2	0	0	0
10.1371/journal.pbio.1000213	2009-10-06T00:00:00+00:00	pbio	8	0	0	0	0	0	0	8	0	757	28	2257	6	4	5	5	0	0	0
10.1371/journal.pbio.1000214	2009-10-13T00:00:00+00:00	pbio	false	0	0	0	0	0	0	10	0	605	22	2308	0	2	2	0	0	0	0
10.1371/journal.pbio.1000215	2009-10-13T00:00:00+00:00	pbio	false	0	1	0	0	0	0	6	0	519	15	1547	0	3	0	2	0	0	0
10.1371/journal.pbio.1000216	2009-10-13T00:00:00+00:00	pbio	false	0	0	0	0	0	0	18	0	845	21	2389	1	12	2	3	0	0	0
10.1371/journal.pbio.1000217	2009-10-26T00:00:00+00:00	pbio	false	0	1	0	0	0	0	22	0	830	18	2390	1	1	0	1	0	0	0
10.1371/journal.pbio.1000218	2009-10-20T00:00:00+00:00	pbio	false	0	0	0	0	0	0	19	0	720	15	2427	5	4	2	2	0	0	0
10.1371/journal.pbio.1000219	2009-10-26T00:00:00+00:00	pbio	false	0	2	0	0	0	0	17	0	516	12	2912	3	1	0	0	0	0	0
