Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Publisher,ISSN,ISBN,CODEN,DOI,PubMed ID,Abbreviated Source Title,Document Type,Source
"Lacroix L., Lazar V., Michiels S., Ripoche H., Dessen P., Talbot M., Caillou B., Levillain J.-P., Schlumberger M., Bidart J.-M.",Follicular thyroid tumors with the PAX8-PPARγ1 rearrangement display characteristic genetic alterations,2005,American Journal of Pathology,167,1,,223,231,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244436087&partnerID=40&md5=b01a5ecdebe128a538c283a2f0b7eaad,,29440,,AJPAA,,15972966,American Journal of Pathology,Article,Scopus
"House R.L., Cassady J.P., Eisen E.J., Eling T.E., Collins J.B., Grissom S.F., Odle J.","Functional genomic characterization of delipidation elicited by trans-10, cis-12-conjugated linoleic acid (t10c12-CLA) in a polygenic obese line of mice",2005,Physiological Genomics,21,,,351,361,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244497638&partnerID=40&md5=d36c6b612442c02086e7e202f7dc4b88,,15312267,,PHGEF,10.1152/physiolgenomics.00244.2004,15888570,Physiological Genomics,Article,Scopus
"Magnusson N.E., Larsen A., Rungby J., Kruhoffer M., Orntoft T.F., Stoltenberg M.",Gene expression changes induced by bismuth in a macrophage cell line,2005,Cell and Tissue Research,321,2,,195,210,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-23744445294&partnerID=40&md5=7a95f7076ce4da0caa8b1799476d1fed,,0302766X,,CTSRC,10.1007/s00441-005-1103-y,15912405,Cell and Tissue Research,Article,Scopus
"Bandres Elizalde E., Andion E., Escalada A., Honorato B., Catalan V., Cubedo E., Cordeu L., Garcia F., Zarate R., Zabalegui N., Garcia-Foncillas J.",Gene expression profile induced by BCNU in human glioma cell lines with differential MGMT expression,2005,Journal of Neuro-Oncology,73,3,,189,198,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-22144488783&partnerID=40&md5=bce213dfbc35c393f0c06676bcfc38c6,,0167594X,,JNODD,10.1007/s11060-004-5174-5,15980968,Journal of Neuro-Oncology,Article,Scopus
"Zagranichnaya T.K., Wu X., Danos A.M., Villereal M.L.",Gene expression profiles in HEK-293 cells with low or high store-operated calcium entry: Can regulatory as well as regulated genes be identified?,2005,Physiological Genomics,21,,,14,33,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244467119&partnerID=40&md5=c3a020cdae66341b60d1994d502e59cb,,15312267,,PHGEF,10.1152/physiolgenomics.00099.2004,15623568,Physiological Genomics,Article,Scopus
"Karlsson G., Liu Y., Larsson J., Goumans M.-J., Lee J.-S., Thorgeirsson S.S., Ringner M., Karlsson S.",Gene expression profiling demonstrates that TGF-β1 signals exclusively through receptor complexes involving Alk5 and identifies targets of TGF-β signaling,2005,Physiological Genomics,21,,,396,403,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244489290&partnerID=40&md5=f36f1e378bc7f86cb00522f5c343e1f7,,15312267,,PHGEF,10.1152/physiolgenomics.00303.2004,15769904,Physiological Genomics,Article,Scopus
"Ntumngia F.B., Bahamontes-Rosa N., Kun J.F.J.",Genes coding for tryptophan-rich proteins are transcribed throughout the asexual cycle of Plasmodium falciparum,2005,Parasitology Research,96,6,,347,353,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-23244455909&partnerID=40&md5=97d293121051757b55a1fce83b424673,,9320113,,PARRE,10.1007/s00436-005-1398-3,15924221,Parasitology Research,Article,Scopus
"Kong S.W., Bodyak N., Yue P., Liu Z., Brown J., Izumo S., Kang P.M.",Genetic expression profiles during physiological and pathological cardiac hypertrophy and heart failure in rats,2005,Physiological Genomics,21,,,34,42,,43,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244438294&partnerID=40&md5=8b603a27bbbeeff81e1e165763f88f42,,15312267,,PHGEF,10.1152/physiolgenomics.00226.2004,15623566,Physiological Genomics,Article,Scopus
"Duttagupta R., Tian B., Wilusz C.J., Khounh D.T., Soteropoulos P., Ouyang M., Dougherty J.P., Peltz S.W.",Global analysis of Pub1p targets reveals a coordinate control of gene expression through modulation of binding and stability,2005,Molecular and Cellular Biology,25,13,,5499,5513,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-20744452172&partnerID=40&md5=f2b868058513fde44f0a012eeb5f95c2,,2707306,,MCEBD,10.1128/MCB.25.13.5499-5513.2005,15964806,Molecular and Cellular Biology,Article,Scopus
"Al-Mohanna F., Saleh S., Parhar R.S., Khabar K., Collison K.",Human neutrophil gene expression profiling following xenogeneic encounter with porcine aortic endothelial cells: The occult role of neutrophils in xenograft rejection revealed,2005,Journal of Leukocyte Biology,78,1,,51,61,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-22144445618&partnerID=40&md5=a6090d3130f113e175b4e7211c436bc5,,7415400,,JLBIE,10.1189/jlb.0904494,15809289,Journal of Leukocyte Biology,Article,Scopus
"Giresi P.G., Stevenson E.J., Theilhaber J., Koncarevic A., Parkington J., Fielding R.A., Kandarian S.C.",Identification of a molecular signature of sarcopenia,2005,Physiological Genomics,21,,,253,263,,45,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244483460&partnerID=40&md5=85c2aec4661189f4cfd38a1bc09aee7f,,15312267,,PHGEF,10.1152/physiolgenomics.00249.2004,15687482,Physiological Genomics,Article,Scopus
"Vallee M., Gravel C., Palin M.-F., Reghenas H., Stothard P., Wishart D.S., Sirard M.-A.",Identification of novel and known oocyte-specific genes using complementary DNA subtraction and microarray analysis in three different species,2005,Biology of Reproduction,73,1,,63,71,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-20844448248&partnerID=40&md5=57ec664476144c29bc9206a1f57488ee,,63363,,BIREB,10.1095/biolreprod.104.037069,15744023,Biology of Reproduction,Article,Scopus
"Ducey T.F., Carson M.B., Orvis J., Stintzi A.P., Dyer D.W.",Identification of the iron-responsive genes of Neisseria gonorrhoeae by microarray analysis in defined medium,2005,Journal of Bacteriology,187,14,,4865,4874,,28,http://www.scopus.com/inward/record.url?eid=2-s2.0-21844455487&partnerID=40&md5=64b4578e15cecc9394c93a4a3b1ca4ae,,219193,,JOBAA,10.1128/JB.187.14.4865-4874.2005,15995201,Journal of Bacteriology,Article,Scopus
"Mateescu R.G., Todhunter R.J., Lust G., Burton-Wurster N.",Increased MIG-6 mRNA transcripts in osteoarthritic cartilage,2005,Biochemical and Biophysical Research Communications,332,2,,482,486,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-19444374071&partnerID=40&md5=efa1988d5ea080cc073a906a98371f06,,0006291X,,BBRCA,10.1016/j.bbrc.2005.04.144,15910752,Biochemical and Biophysical Research Communications,Article,Scopus
"Glasgow S.C., Ramachandran S., Csontos K.A., Jia J., Mohanakumar T., Chapman W.C.",Interleukin-1β is prominent in the early pulmonary inflammatory response after hepatic injury,2005,Surgery,138,1,,64,70,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-21644462991&partnerID=40&md5=fe5a6e836ae0fa9b1e5d970c23b93515,,396060,,SURGA,10.1016/j.surg.2005.03.005,16003318,Surgery,Article,Scopus
"Nazarian J., Bouri K., Hoffman E.P.",Intracellular expression profiling by laser capture microdissection: Three novel components of the neuromuscular junction,2005,Physiological Genomics,21,,,70,80,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244435936&partnerID=40&md5=f7f1c75f8d04b635d2bf66e324348f60,,15312267,,PHGEF,10.1152/physiolgenomics.00227.2004,15623565,Physiological Genomics,Article,Scopus
"De Keersmaecker S.C.J., Marchal K., Verhoeven T.L.A., Engelen K., Vanderleyden J., Detweiler C.S.","Microarray analysis and motif detection reveal new targets of the Salmonella enterica serovar Typhimurium HilA regulatory protein, including hilA itself",2005,Journal of Bacteriology,187,13,,4381,4391,,20,http://www.scopus.com/inward/record.url?eid=2-s2.0-21144447211&partnerID=40&md5=657ed7d53967165afefd2907e2660992,,219193,,JOBAA,10.1128/JB.187.13.4381-4391.2005,15968047,Journal of Bacteriology,Article,Scopus
"Watson L., Henry R.J.",Microarray analysis of gene expression in germinating barley embryos (Hordeum vulgare L.),2005,Functional and Integrative Genomics,5,3,,155,162,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-20444454315&partnerID=40&md5=2293517a877b3fe5a1475a99bd3a445a,,1438793X,,FIGUB,10.1007/s10142-005-0133-6,15714320,Functional and Integrative Genomics,Article,Scopus
"Yuan L., Hillman J.D., Progulske-Fox A.",Microarray analysis of quorum-sensing-regulated genes in Porphyromonas gingivalis,2005,Infection and Immunity,73,7,,4146,4154,,21,http://www.scopus.com/inward/record.url?eid=2-s2.0-21544441753&partnerID=40&md5=946d2d86f42dd7ed5a819ac532b64ee9,,199567,,INFIB,10.1128/IAI.73.7.4146-4154.2005,15972504,Infection and Immunity,Article,Scopus
"Diez-Tascon C., Keane O.M., Wilson T., Zadissa A., Hyndman D.L., Baird D.B., McEwan J.C., Crawford A.M.",Microarray analysis of selection lines from outbred populations to identify genes involved with nematode parasite resistance in sheep,2005,Physiological Genomics,21,,,59,69,,32,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244474352&partnerID=40&md5=bdf0c5194c30dc93e8c3099a1d63a1a7,,15312267,,PHGEF,10.1152/physiolgenomics.00257.2004,15623564,Physiological Genomics,Article,Scopus
"Qian F., Zhen F., Ong C., Jin S.-W., Soo H.M., Stainier D.Y.R., Lin S., Peng J., Wen Z.",Microarray analysis of zebrafish cloche mutant using amplified cDNA and identification of potential downstream target genes,2005,Developmental Dynamics,233,3,,1163,1172,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-20744450725&partnerID=40&md5=6e470f64b3ca2865ae303c785ffec1f6,,10588388,,DEDYE,10.1002/dvdy.20444,15937927,Developmental Dynamics,Article,Scopus
"Buermans H.P.J., Redout E.M., Schiel A.E., Musters R.J.P., Zuidwijk M., Eijk P.P., Van Hardeveld C., Kasanmoentalib S., Visser F.C., Ylstra B., Simonides W.S.",Microarray analysis reveals pivotal divergent mRNA expression profiles early in the development of either compensated ventricular hypertrophy or heart failure,2005,Physiological Genomics,21,,,314,323,,33,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244469404&partnerID=40&md5=873c58efd06279ade8800a8efa23fe44,,15312267,,PHGEF,10.1152/physiolgenomics.00185.2004,15728335,Physiological Genomics,Article,Scopus
"Howell B.G., Solish N., Lu C., Watanabe H., Mamelak A.J., Freed I., Wang B., Sauder D.N.",Microarray profiles of human basal cell carcinoma: Insights into tumor growth and behavior,2005,Journal of Dermatological Science,39,1,,39,51,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-20644466420&partnerID=40&md5=43b9f351a5caa041b698f84ede1074a7,,9231811,,JDSCE,10.1016/j.jdermsci.2005.02.004,15978418,Journal of Dermatological Science,Article,Scopus
"Soleymanlou N., Jurisica I., Nevo O., Ietta F., Zhang X., Zamudio S., Post M., Caniggia I.",Molecular evidence of placental hypoxia in preeclampsia,2005,Journal of Clinical Endocrinology and Metabolism,90,7,,4299,4308,,69,http://www.scopus.com/inward/record.url?eid=2-s2.0-23044501178&partnerID=40&md5=9ee6f9a2c7366ab870dfd600462a4628,,0021972X,,JCEMA,10.1210/jc.2005-0078,15840747,Journal of Clinical Endocrinology and Metabolism,Article,Scopus
"Li F., Wang Y., Zeller K.I., Potter J.J., Wonsey D.R., O'Donnell K.A., Kim J.-W., Yustein J.T., Lee L.A., Dang C.V.",Myc stimulates nuclearly encoded mitochondrial genes and mitochondrial biogenesis,2005,Molecular and Cellular Biology,25,14,,6225,6234,,62,http://www.scopus.com/inward/record.url?eid=2-s2.0-21744442902&partnerID=40&md5=0f4885cd10e67167a02e6bdaa030a785,,2707306,,MCEBD,10.1128/MCB.25.14.6225-6234.2005,15988031,Molecular and Cellular Biology,Article,Scopus
"Anderle P., Rumbo M., Sierro F., Mansourian R., Michetti P., Roberts M.A., Kraehenbuhl J.-P.",Novel markers of the human follicle-associated epithelium identified by genomic profiling and microdissection,2005,Gastroenterology,129,1,,321,327,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-22344441068&partnerID=40&md5=ddb13c08f75445325862c2bf2ef9e187,,165085,,GASTA,10.1053/j.gastro.2005.03.044,16012957,Gastroenterology,Article,Scopus
"Kurup V.P., Raju R., Manickam P.",Profile of gene expression in a murine model of allergic bronchopulmonary aspergillosis,2005,Infection and Immunity,73,7,,4381,4384,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-21544466981&partnerID=40&md5=072c25db4c671b5320e6d5e31c46c6ee,,199567,,INFIB,10.1128/IAI.73.7.4381-4384.2005,15972533,Infection and Immunity,Article,Scopus
"Unwin R.D., Pierce A., Watson R.B., Sternberg D.W., Whetton A.D.",Quantitative proteomic analysis using isobaric protein tags enables rapid comparison of changes in transcript and protein levels in transformed cells,2005,Molecular and Cellular Proteomics,4,7,,924,935,,47,http://www.scopus.com/inward/record.url?eid=2-s2.0-24944440037&partnerID=40&md5=6f5a92a9bf0ee53eb9e594778c6dffe9,,15359476,,MCPOB,10.1074/mcp.M400193-MCP200,15849271,Molecular and Cellular Proteomics,Article,Scopus
"Baron J.M., Heise R., Blaner W.S., Neis M., Joussen S., Dreuw A., Marquardt Y., Saurat J.-H., Merk H.F., Bickers D.R., Jugert F.K.",Retinoic acid and its 4-oxo metabolites are functionally active in human skin cells in vitro,2005,Journal of Investigative Dermatology,125,1,,143,153,,23,http://www.scopus.com/inward/record.url?eid=2-s2.0-22144447135&partnerID=40&md5=c7122be8bb7cbfc1cbbf6ed9d7553896,,0022202X,,JIDEA,10.1111/j.0022-202X.2005.23791.x,15982314,Journal of Investigative Dermatology,Article,Scopus
"Kiel M.J., Yilmaz O.H., Iwashita T., Yilmaz O.H., Terhorst C., Morrison S.J.",SLAM family receptors distinguish hematopoietic stem and progenitor cells and reveal endothelial niches for stem cells,2005,Cell,121,7,,1109,1121,,477,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244463426&partnerID=40&md5=eaef5a0d86607098596df001c1622270,,928674,,CELLB,10.1016/j.cell.2005.05.026,15989959,Cell,Article,Scopus
"Buchanan C.D., Lim S., Salzman R.A., Kagiampakis I., Morishige D.T., Weers B.D., Klein R.R., Pratt L.H., Cordonnier-Pratt M.-M., Klein P.E., Mullet J.E.","Sorghum bicolor's transcriptome response to dehydration, high salinity and ABA",2005,Plant Molecular Biology,58,5,,699,720,,51,http://www.scopus.com/inward/record.url?eid=2-s2.0-24744450935&partnerID=40&md5=347f3bebe447e406b771e7a1a3761b24,,1674412,,PMBID,10.1007/s11103-005-7876-2,16158244,Plant Molecular Biology,Article,Scopus
"Zou J., Ichikawa H., Blackburn M.L., Hu H.-M., Zielinska-Kwiatkowska A., Mei Q., Roth G.J., Chansky H.A., Yang L.",The oncongenic TLS-ERG fusion protein exerts different effects in hematopoietic cells and fibroblasts,2005,Molecular and Cellular Biology,25,14,,6235,6246,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-21744461721&partnerID=40&md5=a7f13ce3beea5d8bf7ecae1ad213eb9e,,2707306,,MCEBD,10.1128/MCB.25.14.6235-6246.2005,15988032,Molecular and Cellular Biology,Article,Scopus
"Rodriguez-Pena J.M., Perez-Diaz R.M., Alvarez S., Bermejo C., Garcia R., Santiago C., Nombela C., Arroyo J.",The 'yeast cell wall chip' - A tool to analyse the regulation of cell wall biogenesis in Saccharomyces cerevisiae,2005,Microbiology,151,7,,2241,2249,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-22144471170&partnerID=40&md5=ff8f1b0a281a4adacfa3b8e5dec9c175,,13500872,,MROBE,10.1099/mic.0.27989-0,16000714,Microbiology,Article,Scopus
"Eigl B.J.C., Eggener S.E., Baybik J., Ettinger S., Chi K.N., Nelson C., Wang Z., Gleave M.E.",Tinning is everything: Preclinical evidence supporting simultaneous rather than sequential chemohormonal therapy for prostate cancer,2005,Clinical Cancer Research,11,13,,4905,4911,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-27644506552&partnerID=40&md5=80a52a2342178673a324ce3a7314ed0c,,10780432,,CCREF,10.1158/1078-0432.CCR-04-2140,16000589,Clinical Cancer Research,Article,Scopus
"Maresh J.G., Xu H., Jiang N., Gairola C.G., Shohet R.V.",Tobacco smoke dysregulates endothelial vasoregulatory transcripts in vivo,2005,Physiological Genomics,21,,,308,313,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244457581&partnerID=40&md5=b52536a35fecfd115b9d47683051a316,,15312267,,PHGEF,10.1152/physiolgenomics.00310.2004,15728332,Physiological Genomics,Article,Scopus
"Felipe M.S.S., Andrade R.V., Arraes F.B.M., Nicola A.M., Maranhao A.Q., Torres F.A.G., Silva-Pereira I., Pocas-Fonseca M.J., Campos E.G., Moraes L.M.P., Andrade P.A., Tavares A.H.F.P., Silva S.S., Kyaw C.M., Souza D.P., Ferreira A.M.T., Dantas A., Baptista A.J., Bailao A.M., Bonato A.L., Amaral A.C., Daher B., Silva C.M., Costa C.S., Borges C.L., Soares C.O., Junta C.M., Anjos D.A.S., Sandes E.F.O., Donadi E.A., Sakamoto-Hojo E.T., Araujo F.R., Albuquerque F.C., Oliveira G.C., Almeida J.R.M., Oliveira J.C., Jorge K.G., Fernandes L., Derengowski L.S., Bataus L.A.M., Araujo M.A.M., Inoue M.K., De-Souza M.T., Almeida M.F., Parachin N.S., Castro N.S., Martins O.P., Costa P.L.N., Sandrin-Garcia P., Soares R.B.A., Mello S.S., Reis V.C.B., Pereira M., Jesuino R.S.A., Andrade E.V., Parente J.A., Oliveira G.S., Barbosa M.S., Martins N.F., Fachin A.L., Cardoso R.S., Passos G.A.S., Almeida N.F., Walter M.E.M.T., Soares C.M.A., Carvalho M.J.A., Brigido M.M.",Transcriptional profiles of the human pathogenic fungus Paracoccidioides brasiliensis in mycelium and yeast cells,2005,Journal of Biological Chemistry,280,26,,24706,24714,,47,http://www.scopus.com/inward/record.url?eid=2-s2.0-21644441527&partnerID=40&md5=58e33a5fb249726caa862fdb12e59099,,219258,,JBCHA,10.1074/jbc.M500625200,15849188,Journal of Biological Chemistry,Article,Scopus
"Fluck M., Schmutz S., Wittwer M., Hoppeler H., Desplanches D.",Transcriptional reprogramming during reloading of atrophied rat soleus muscle,2005,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,289,1 58-1,,,,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-21044434210&partnerID=40&md5=e894da706cff3d34a312752a0cd852bc,,3636119,,AJPRD,10.1152/ajpregu.00833.2004,15956763,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,Article,Scopus
"Zhao R., Daniels K.J., Lockhart S.R., Yeater K.M., Hoyer L.L., Soll D.R.",Unique aspects of gene expression during Candida albicans mating and possible G<sub>1</sub> dependency,2005,Eukaryotic Cell,4,7,,1175,1190,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-22444440662&partnerID=40&md5=a6ce8206936a6495fe948566ebc2006f,,15359778,,ECUEA,10.1128/EC.4.7.1175-1190.2005,16002644,Eukaryotic Cell,Article,Scopus
"Greijer A.E., van der Groep P., Kemming D., Shvarts A., Semenza G.L., Meijer G.A., van de Wiel M.A., Belien J.A.M., van Diest P.J., van der Wall E.",Up-regualtion of gene expression by hypoxia is mediated predominantly by hypoxia-inducible factor I (HIF-I),2005,Journal of Pathology,206,3,,291,304,,116,http://www.scopus.com/inward/record.url?eid=2-s2.0-21344438419&partnerID=40&md5=b91e22d74442d7dac9d6d14e2f80a9f8,,223417,,JPTLA,10.1002/path.1778,15906272,Journal of Pathology,Article,Scopus
"Dittmer D.P., Gonzalez C.M., Vahrson W., DeWire S.M., Hines-Boykin R., Damania B.",Whole-genome transcription profiling of rhesus monkey rhadinovirus,2005,Journal of Virology,79,13,,8637,8650,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-20744450222&partnerID=40&md5=40df8f85b4446c139bff4367988805ed,,0022538X,,JOVIA,10.1128/JVI.79.13.8637-8650.2005,15956606,Journal of Virology,Article,Scopus
"Ceballos E., Munoz-Alonso M.J., Berwanger B., Acosta J.C., Hernandez R., Krause M., Hartmann O., Eilers M., Leon J.",Inhibitory effect of c-Myc on p53-induced apoptosis in leukemia cells. Microarray analysis reveals defective induction of p53 target genes and upregulation of chaperone genes,2005,Oncogene,24,28,,4559,4571,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-22744450481&partnerID=40&md5=1b9de2868091ee2d50d6ef61f4a3d505,,9509232,,ONCNE,10.1038/sj.onc.1208652,15856024,Oncogene,Article,Scopus
"Hamada A., Mankovskaya S., Saenko V., Rogounovitch T., Mine M., Namba H., Nakashima M., Demidchik Y., Demidchik E., Yamashita S.",Diagnostic usefulness of PCR profiling of the differentially expressed marker genes in thyroid papillary carcinomas,2005,Cancer Letters,224,2,,289,301,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-21144444487&partnerID=40&md5=036ff8e6f339ea8c64b6bab5e5624d40,,3043835,,CALED,10.1016/j.canlet.2004.10.012,15914279,Cancer Letters,Article,Scopus
"Lutgens E., Faber B., Schapira K., Evelo C.T.A., Van Haaften R., Heeneman S., Cleutjens K.B.J.M., Bijnens A.P., Beckers L., Porter J.G., Mackay C.R., Rennert P., Bailly V., Jarpe M., Dolinski B., Koteliansky V., De Fougerolles T., Daemen M.J.A.P.",Gene profiling in atherosclerosis reveals a key role for small inducible cytokines: Validation using a novel monocyte chemoattractant protein monoclonal antibody,2005,Circulation,111,25,,3443,3452,,31,http://www.scopus.com/inward/record.url?eid=2-s2.0-21544448584&partnerID=40&md5=819ab19a18f4e8f3f7837ce844270884,,97322,,CIRCA,10.1161/CIRCULATIONAHA.104.510073,15967845,Circulation,Article,Scopus
"Kawamura K., Kawamura N., Mulders S.M., Gelpke M.D.S., Hsueh A.J.W.",Ovarian brain-derived neurotrophic factor (BDNF) promotes the development of oocytes into preimplantation embryos,2005,Proceedings of the National Academy of Sciences of the United States of America,102,26,,9206,9211,,33,http://www.scopus.com/inward/record.url?eid=2-s2.0-21544436298&partnerID=40&md5=68f733e6d396dff73c382f1b62d5034f,,278424,,PNASA,10.1073/pnas.0502442102,15967989,Proceedings of the National Academy of Sciences of the United States of America,Article,Scopus
"Li S., Crothers J., Haqq C.M., Blackburn E.H.",Cellular and gene expression responses involved in the rapid growth inhibition of human cancer cells by RNA interference-mediated depletion of telomerase RNA,2005,Journal of Biological Chemistry,280,25,,23709,23717,,70,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244502260&partnerID=40&md5=d7c2e398770ed74a6b29d1dd9db61b8f,,219258,,JBCHA,10.1074/jbc.M502782200,15831499,Journal of Biological Chemistry,Article,Scopus
"Takahashi Y., Li L., Kamiryo M., Asteriou T., Moustakas A., Yamashita H., Heldin P.",Hyaluronan fragments induce endothelial cell differentiation in a CD44- and CXCL1/GRO1-dependent manner,2005,Journal of Biological Chemistry,280,25,,24195,24204,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244464416&partnerID=40&md5=3db033822cf61786e28088374c7ddb4a,,219258,,JBCHA,10.1074/jbc.M411913200,15843382,Journal of Biological Chemistry,Article,Scopus
"Fiume R., Faenza I., Matteucci A., Astolfi A., Vitale M., Martelli A.M., Cocco L.",Nuclear phospholipase C β1 (PLCβ1) affects CD24 expression in murine erythroleukemia cells,2005,Journal of Biological Chemistry,280,25,,24221,24226,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244500248&partnerID=40&md5=3bcaa099532b9daea53307d30ea32c36,,219258,,JBCHA,10.1074/jbc.M411833200,15849202,Journal of Biological Chemistry,Article,Scopus
"Belluardo N., Olsson P.A., Mudo' G., Sommer W.H., Amato G., Fuxe K.",Transcription factor gene expression profiling after acute intermittent nicotine treatment in the rat cerebral cortex,2005,Neuroscience,133,3,,787,796,,20,http://www.scopus.com/inward/record.url?eid=2-s2.0-20444401182&partnerID=40&md5=ac148a0cc372b8dd264ba504e36db91f,,3064522,,NRSCD,10.1016/j.neuroscience.2005.01.061,15890456,Neuroscience,Article,Scopus
"Tandle A.T., Mazzanti C., Alexander H.R., Roberts D.D., Libutti S.K.",Endothelial monocyte activating polypeptide-II induced gene expression changes in endothelial cells,2005,Cytokine,30,6,,347,358,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-20344377898&partnerID=40&md5=7afd42f5fa7ea5907fa2bd2b4d94a447,,10434666,,CYTIE,10.1016/j.cyto.2005.01.020,15935955,Cytokine,Article,Scopus
"Kruhoffer M., Jensen J.L., Laiho P., Dyrskjot L., Salovaara R., Arango D., Birkenkamp-Demtroder K., Sorensen F.B., Christensen L.L., Buhl L., Mecklin J.-P., Jarvinen H., Thykjaer T., Wikman F.P., Bech-Knudsen F., Juhola M., Nupponen N.N., Laurberg S., Andersen C.L., Aaltonen L.A., Orntoft T.F.",Gene expression signatures for colorectal cancer microsatellite status and HNPCC,2005,British Journal of Cancer,92,12,,2240,2248,,34,http://www.scopus.com/inward/record.url?eid=2-s2.0-22044433869&partnerID=40&md5=f5aef1911ab93f4f8b1eec18813b5073,,70920,,BJCAA,10.1038/sj.bjc.6602621,15956967,British Journal of Cancer,Article,Scopus
"Huo X.-F., Zhang J.-W.",Annexin1 regulates the erythroid differentiation through ERK signaling pathway,2005,Biochemical and Biophysical Research Communications,331,4,,1346,1352,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-18844418448&partnerID=40&md5=610e05b4c6c3c60372b5d3a098cfd0d7,,0006291X,,BBRCA,10.1016/j.bbrc.2005.04.049,15883023,Biochemical and Biophysical Research Communications,Article,Scopus
"Miled C., Pontoglio M., Garbay S., Yaniv M., Weitzman J.B.",A genomic map of p53 binding sites identifies novel p53 targets involved in an apoptotic network,2005,Cancer Research,65,12,,5096,5104,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-20444475777&partnerID=40&md5=c2e31d08f4bc2196a685faa10204796d,,85472,,CNREA,10.1158/0008-5472.CAN-04-4232,15958553,Cancer Research,Article,Scopus
"Ebert B.L., Lee M.M., Pretz J.L., Subramanian A., Mak R., Golub T.R., Sieff C.A.",An RNA interference model of RPS19 deficiency in Diamond-Blackfan anemia recapitulates defective hematopoiesis and rescue by dexamethasone: Identification of dexamethasone-responsive genes by microarray,2005,Blood,105,12,,4620,4626,,37,http://www.scopus.com/inward/record.url?eid=2-s2.0-20444402200&partnerID=40&md5=ea228d32c9fe08a6049fc07978872f7e,,64971,,BLOOA,10.1182/blood-2004-08-3313,15755903,Blood,Article,Scopus
"Smirnov D.A., Zweitzig D.R., Foulk B.W., Miller M.C., Doyle G.V., Pienta K.J., Meropol N.J., Weiner L.M., Cohen S.J., Moreno J.G., Connelly M.C., Terstappen L.W.M.M., O'Hara S.M.",Global gene expression profiling of circulating tumor cells,2005,Cancer Research,65,12,,4993,4997,,85,http://www.scopus.com/inward/record.url?eid=2-s2.0-20444477166&partnerID=40&md5=fb7870c0a8c58a71001fb887eb5a880c,,85472,,CNREA,10.1158/0008-5472.CAN-04-4330,15958538,Cancer Research,Article,Scopus
"Alvarez J.V., Febbo P.G., Ramaswamy S., Loda M., Richardson A., Frank D.A.",Identification of a genetic signature of activated signal transducer and activator of transcription 3 in human tumors,2005,Cancer Research,65,12,,5054,5062,,35,http://www.scopus.com/inward/record.url?eid=2-s2.0-20444446371&partnerID=40&md5=ee4282531a60c92faa1125744738efa3,,85472,,CNREA,10.1158/0008-5472.CAN-04-4281,15958548,Cancer Research,Article,Scopus
