Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Publisher,ISSN,ISBN,CODEN,DOI,PubMed ID,Abbreviated Source Title,Document Type,Source
"Camblong J., Iglesias N., Fickentscher C., Dieppois G., Stutz F.",Antisense RNA Stabilization Induces Transcriptional Gene Silencing via Histone Deacetylation in S. cerevisiae,2007,Cell,131,4,,706,717,,45,http://www.scopus.com/inward/record.url?eid=2-s2.0-36048951040&partnerID=40&md5=392fc9440badf8e16d297ef04d9a9633,,928674,,CELLB,10.1016/j.cell.2007.09.014,18022365,Cell,Article,Scopus
"Qiao X., Lu J.-Y., Hofmann S.L.",Gene expression profiling in a mouse model of infantile neuronal ceroid lipofuscinosis reveals upregulation of immediate early genes and mediators of the inflammatory response,2007,BMC Neuroscience,8,,95,,,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349192834&partnerID=40&md5=539f5f5bc89bec04b66af25cf4d8c348,,14712202,,BNMEA,10.1186/1471-2202-8-95,18021406,BMC Neuroscience,Article,Scopus
"Ramsey J.S., Wilson A.C.C., de Vos M., Sun Q., Tamborindeguy C., Winfield A., Malloch G., Smith D.M., Fenton B., Gray S.M., Jander G.","Genomic resources for Myzus persicae: EST sequencing, SNP identification, and microarray design",2007,BMC Genomics,8,,423,,,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-38649099356&partnerID=40&md5=69c6e92194ae9b0c5fff599ef2fa1616,,14712164,,BGMEE,10.1186/1471-2164-8-423,18021414,BMC Genomics,Article,Scopus
"Kimura M., Yamamoto T., Zhang J., Itoh K., Kyo M., Kamiya T., Aburatani H., Katsuoka F., Kurokawa H., Tanaka T., Motohashi H., Yamamoto M.",Molecular basis distinguishing the DNA binding profile of Nrf2-Maf heterodimer from that of Maf homodimer,2007,Journal of Biological Chemistry,282,46,,33681,33690,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-36349030396&partnerID=40&md5=61c059dff33ee2fb3355cdb7d1af61a3,,219258,,JBCHA,10.1074/jbc.M706863200,17875642,Journal of Biological Chemistry,Article,Scopus
"Pennini M.E., Liu Y., Yang J., Croniger C.M., Henry Boom W., Harding C.V.",CCAAT/enhancer-binding protein β and δ binding to CIITA promoters is associated with the inhibition of CIITA expression in response to mycobacterium tuberculosis 19-kDa lipoprotein,2007,Journal of Immunology,179,10,,6910,6918,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-38449122564&partnerID=40&md5=a1fbc25c20d1eb9eec833724b73cfb2b,,221767,,JOIMA,,17982082,Journal of Immunology,Article,Scopus
"Wouters B.J., Jorda M.A., Keeshan K., Louwers I., Erpelinck-Verschueren C.A.J., Tielemans D., Langerak A.W., He Y., Yashiro-Ohtani Y., Zhang P., Hetherington C.J., Verhaak R.G.W., Valk P.J.M., Lowenberg B., Tenen D.G., Pear W.S., Delwel R.",Distinct gene expression profiles of acute myeloid/T-lymphoid leukemia with silenced CEBPA and mutations in NOTCH1,2007,Blood,110,10,,3706,3714,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-35348896184&partnerID=40&md5=d1abbc648447d92827729475f9df7705,,64971,,BLOOA,10.1182/blood-2007-02-073486,17671232,Blood,Article,Scopus
"Georlette D., Ahn S., MacAlpine D.M., Cheung E., Lewis P.W., Beall E.L., Bell S.P., Speed T., Manak J.R., Botchan M.R.",Genomic profiling and expression studies reveal both positive and negative activities for the Drosophila Myb-MuvB/dREAM complex in proliferating cells,2007,Genes and Development,21,22,,2880,2896,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-36248935601&partnerID=40&md5=d20fe3838b3876f814366e973b118258,,8909369,,GEDEE,10.1101/gad.1600107,17978103,Genes and Development,Article,Scopus
"Calarco J.A., Xing Y., Caceres M., Calarco J.P., Xiao X., Pan Q., Lee C., Preuss T.M., Blencowe B.J.",Global analysis of alternative splicing differences between humans and chimpanzees,2007,Genes and Development,21,22,,2963,2975,,31,http://www.scopus.com/inward/record.url?eid=2-s2.0-36248942556&partnerID=40&md5=7a713453ce95d130bda09697ee70c128,,8909369,,GEDEE,10.1101/gad.1606907,17978102,Genes and Development,Article,Scopus
"Bird A.D., Tan K.H., Olsson P.F., Zieba M., Flecknoe S.J., Liddicoat D.R., Mollard R., Hooper S.B., Cole T.J.",Identification of glucocorticoid-regulated genes that control cell proliferation during murine respiratory development,2007,Journal of Physiology,585,1,,187,201,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-36248948053&partnerID=40&md5=f5abf4d4533d63037a113ad35d57c75b,,223751,,JPHYA,10.1113/jphysiol.2007.136796,17901120,Journal of Physiology,Article,Scopus
"Korthals M., Safaian N., Kronenwett R., Maihofer D., Schott M., Papewalis C., Diaz Blanco E., Winter M., Czibere A., Haas R., Kobbe G., Fenk R.",Monocyte derived dendritic cells generated by IFN-α acquire mature dendritic and natural killer cell properties as shown by gene expression analysis,2007,Journal of Translational Medicine,5,,46,,,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-35948989286&partnerID=40&md5=6d07eb661695a7553e6af5daab364b52,,14795876,,,10.1186/1479-5876-5-46,17894866,Journal of Translational Medicine,Article,Scopus
"Wang C., Faloon P.W., Tan Z., Lv Y., Zhang P., Ge Y., Deng H., Xiong J.-W.",Mouse lysocardiolipin acyltransferase controls the development of hematopoietic and endothelial lineages during in vitro embryonic stem-cell differentiation,2007,Blood,110,10,,3601,3609,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348998163&partnerID=40&md5=2deb4ce25da4662a3aa071480dcbc1a2,,64971,,BLOOA,10.1182/blood-2007-04-086827,17675553,Blood,Article,Scopus
"Rohde K.H., Abramovitch R.B., Russell D.G.",Mycobacterium tuberculosis Invasion of Macrophages: Linking Bacterial Gene Expression to Environmental Cues,2007,Cell Host and Microbe,2,5,,352,364,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-35848943478&partnerID=40&md5=1992ca879113bc2a5eb640022b50ad66,,19313128,,,10.1016/j.chom.2007.09.006,18005756,Cell Host and Microbe,Article,Scopus
"Kawagoe H., Kandilci A., Kranenburg T.A., Grosveld G.C.",Overexpression of N-Myc rapidly causes acute myeloid leukemia in mice,2007,Cancer Research,67,22,,10677,10685,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-36349014998&partnerID=40&md5=b9d6b9e6dc03f10189e8848e96f0ef7f,,85472,,CNREA,10.1158/0008-5472.CAN-07-1118,18006809,Cancer Research,Article,Scopus
"Huang F., Kao C.-Y., Wachi S., Thai P., Ryu J., Wu R.",Requirement for both JAK-mediated PI3K signaling and ACT1/TRAF6/TAK1- dependent NF-κB activation by IL-17A in enhancing cytokine expression in human airway epithelial cells,2007,Journal of Immunology,179,10,,6504,6513,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-38449110915&partnerID=40&md5=4133b0dd6c0ea5ced48b4c8d2f8e9cf8,,221767,,JOIMA,,17982039,Journal of Immunology,Article,Scopus
"Gaigalat L., Schluter J.-P., Hartmann M., Mormann S., Tauch A., Puhler A., Kalinowski J.",The DeoR-type transcriptional regulator SugR acts as a repressor for genes encoding the phosphoenolpyruvate: Sugar phosphotransferase system (PTS) in Corynebacterium glutamicum,2007,BMC Molecular Biology,8,,104,,,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-38649112038&partnerID=40&md5=9ef02d4b5b46d34504177341c19094f7,,14712199,,BMBMC,10.1186/1471-2199-8-104,18005413,BMC Molecular Biology,Article,Scopus
"Ishikawa F., Niiro H., Iino T., Yoshida S., Saito N., Onohara S., Miyamoto T., Minagawa H., Fujii S.-I., Shultz L.D., Harada M., Akashi K.",The developmental program of human dendritic cells is operated independently of conventional myeloid and lymphoid pathways,2007,Blood,110,10,,3591,3600,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-35348875823&partnerID=40&md5=6d1a39b63cdd64e21a5f28dc6320a87a,,64971,,BLOOA,10.1182/blood-2007-02-071613,17664352,Blood,Article,Scopus
"Isogai Y., Keles S., Prestel M., Hochheimer A., Tjian R.",Transcription of histone gene cluster by differential core-promoter factors,2007,Genes and Development,21,22,,2936,2949,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-36249011467&partnerID=40&md5=91168c563facc975969b66d100779784,,8909369,,GEDEE,10.1101/gad.1608807,17978101,Genes and Development,Article,Scopus
"Sabbattini P., Canzonetta C., Sjoberg M., Nikic S., Georgiou A., Kemball-Cook G., Auner H.W., Dillon N.",A novel role for the Aurora B kinase in epigenetic marking of silent chromatin in differentiated postmitotic cells,2007,EMBO Journal,26,22,,4657,4669,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-36249031604&partnerID=40&md5=159f7d79e39cd63e5909b4fffdb36363,,2614189,,EMJOD,10.1038/sj.emboj.7601875,17948062,EMBO Journal,Article,Scopus
"Ikeda S., Kong S.W., Lu J., Bisping E., Zhang H., Allen P.D., Golub T.R., Pieske B., Pu W.T.",Altered microRNA expression in human heart disease,2007,Physiological Genomics,31,3,,367,373,,51,http://www.scopus.com/inward/record.url?eid=2-s2.0-36248948593&partnerID=40&md5=2c2a3cdf8877be9e91277df9c52ab8a9,,10948341,,PHGEF,10.1152/physiolgenomics.00144.2007,17712037,Physiological Genomics,Article,Scopus
"Ganguly K., Stoeger T., Wesselkamper S.C., Reinhard C., Sartor M.A., Medvedovic M., Tomlinson C.R., Bolle I., Mason J.M., Leikauf G.D., Schulz H.",Candidate genes controlling pulmonary function in mice: Transcript profiling and predicted protein structure,2007,Physiological Genomics,31,3,,410,421,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-36249025743&partnerID=40&md5=741145cf686691be148be75283914c5c,,10948341,,PHGEF,10.1152/physiolgenomics.00260.2006,17804602,Physiological Genomics,Article,Scopus
"Misra V., Lee H., Singh A., Huang K., Thimmulappa R.K., Mitzner W., Biswal S., Tankersley C.G.",Global expression profiles from C57BL/6J and DBA/2J mouse lungs to determine aging-related genes,2007,Physiological Genomics,31,3,,429,440,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-36248932675&partnerID=40&md5=29c6688d79cf47d0d83fbe3a3a900d16,,10948341,,PHGEF,10.1152/physiolgenomics.00060.2007,17726092,Physiological Genomics,Article,Scopus
"Aluru N., Vijayan M.M.",Hepatic transcriptome response to glucocorticoid receptor activation in rainbow trout,2007,Physiological Genomics,31,3,,483,491,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-36248982142&partnerID=40&md5=db32f398ba877375bc851a6b7d8a63af,,10948341,,PHGEF,10.1152/physiolgenomics.00118.2007,17848605,Physiological Genomics,Article,Scopus
"Crawford F.I.J., Hodgkinson C.L., Ivanova E., Logunova L.B., Evans G.J., Steinlechner S., Loudon A.S.I.",Influence of torpor on cardiac expression of genes involved in the circadian clock and protein turnover in the Siberian hamster (Phodopus sungorus),2007,Physiological Genomics,31,3,,521,530,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-36248975299&partnerID=40&md5=1198c5029471006a043fb75c2ca13e5c,,10948341,,PHGEF,10.1152/physiolgenomics.00131.2007,17848604,Physiological Genomics,Article,Scopus
"Blanchard J.L., Wholey W.-Y., Conlon E.M., Pomposiello P.J.",Rapid changes in gene expression dynamics in response to superoxide reveal SoxRS-dependent and independent transcriptional networks,2007,PLoS ONE,2,11, e1186,,,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-43149105201&partnerID=40&md5=0fc3f8754da1f40f0f2151fd5595aa6e,,19326203,,,10.1371/journal.pone.0001186,18000553,PLoS ONE,Article,Scopus
"Joseph-Strauss D., Zenvirth D., Simchen G., Barkai N.",Spore germination in Saccharomyces cerevisiae: Global gene expression patterns and cell cycle landmarks,2007,Genome Biology,8,11, R241,,,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-46649121727&partnerID=40&md5=3208a4887d2c1965b444bf3e6d109bdd,,14747596,,GNBLF,10.1186/gb-2007-8-11-r241,17999778,Genome Biology,Article,Scopus
"LaRosa P.C., Riethoven J.-J.M., Chen H., Xia Y., Zhou Y., Chen M., Miner J., Fromm M.E.","Trans-10, cis-12 conjugated linoleic acid activates the integrated stress response pathway in adipocytes",2007,Physiological Genomics,31,3,,544,553,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-36249023729&partnerID=40&md5=7b2dec3df5fa6699a565baaa10d733cf,,10948341,,PHGEF,10.1152/physiolgenomics.00156.2007,17878318,Physiological Genomics,Article,Scopus
"Bushel P.R., Heinloth A.N., Li J., Huang L., Chou J.W., Boorman G.A., Malarkey D.E., Houle C.D., Ward S.M., Wilson R.E., Fannin R.D., Russo M.W., Watkins P.B., Tennant R.W., Paules R.S.",Blood gene expression signatures predict exposure levels,2007,Proceedings of the National Academy of Sciences of the United States of America,104,46,,18211,18216,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-36749009126&partnerID=40&md5=8248b56a2e50ffca3518153ca76e914a,,278424,,PNASA,10.1073/pnas.0706987104,17984051,Proceedings of the National Academy of Sciences of the United States of America,Article,Scopus
"Mitsios N., Saka M., Krupinski J., Pennucci R., Sanfeliu C., Wang Q., Rubio F., Gaffney J., Kumar P., Kumar S., Sullivan M., Slevin M.",A microarray study of gene and protein regulation in human and rat brain following middle cerebral artery occlusion,2007,BMC Neuroscience,8,,93,,,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-38049112896&partnerID=40&md5=cec392e650d0f60c6ba375b8f1b13c01,,14712202,,BNMEA,10.1186/1471-2202-8-93,17997827,BMC Neuroscience,Article,Scopus
"Zhang Q., Lu Y., Proulx S.T., Guo R., Yao Z., Schwarz E.M., Boyce B.F., Xing L.",Increased lymphangiogenesis in joints of mice with inflammatory arthritis,2007,Arthritis Research and Therapy,9,6, R118,,,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-37249060635&partnerID=40&md5=a2af079377d082f4d46d19701c6d9c19,,14786354,,ARTRC,10.1186/ar2326,17997858,Arthritis Research and Therapy,Article,Scopus
"Yochum G.S., Rajaraman V., Cleland R., McWeeney S.",Localization of TFIIB binding regions using serial analysis of chromatin occupancy,2007,BMC Molecular Biology,8,,102,,,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349147946&partnerID=40&md5=8d8d1efd36698d571f81560c3e42c544,,14712199,,BMBMC,10.1186/1471-2199-8-102,17997859,BMC Molecular Biology,Article,Scopus
"Kim S., Choi K.-H., Baykiz A.F., Gershenfeld H.K.",Suicide candidate genes associated with bipolar disorder and schizophrenia: An exploratory gene expression profiling analysis of post-mortem prefrontal cortex,2007,BMC Genomics,8,,413,,,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349169837&partnerID=40&md5=20a7e771cd6e36b93b9d6bfce01305d5,,14712164,,BGMEE,10.1186/1471-2164-8-413,17997842,BMC Genomics,Article,Scopus
"Li X., Liu H., Qin L., Tamasi J., Bergenstock M., Shapses S., Feyen J.H.M., Notterman D.A., Partridge N.C.",Determination of dual effects of parathyroid hormone on skeletal gene expression in vivo by microarray and network analysis,2007,Journal of Biological Chemistry,282,45,,33086,33097,,20,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348946768&partnerID=40&md5=b4a6cb826a9d4365ca270e41d06a3765,,219258,,JBCHA,10.1074/jbc.M705194200,17690103,Journal of Biological Chemistry,Article,Scopus
"Cheng K.-C., Huang H.-C., Chen J.-H., Hsu J.-E., Cheng H.-C., Ou C.-H., Yang W.-B., Chen S.-T., Wong C.-H., Juan H.-F.",Ganoderma lucidum polysaccharides in human monocytic leukemia cells: From gene expression to network construction,2007,BMC Genomics,8,,411,,,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349192794&partnerID=40&md5=e1a881bcc02f77874313a5171386907c,,14712164,,BGMEE,10.1186/1471-2164-8-411,17996095,BMC Genomics,Article,Scopus
"Li X., Qin L., Bergenstock M., Bevelock L.M., Novack D.V., Partridge N.C.",Parathyroid hormone stimulates osteoblastic expression of MCP-1 to recruit and increase the fusion of pre/osteoclasts,2007,Journal of Biological Chemistry,282,45,,33098,33106,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348953061&partnerID=40&md5=137713a5bcb4368d2a6ed37ce41b1b4f,,219258,,JBCHA,10.1074/jbc.M611781200,17690108,Journal of Biological Chemistry,Article,Scopus
"Meyer V., Damveld R.A., Arentshorst M., Stahl U., Van Den Hondel C.A.M.J.J., Ram A.F.J.",Survival in the presence of antifungals: Genome-wide expression profiling of aspergillus niger in response to sublethal concentrations of caspofungin and fenpropimorph,2007,Journal of Biological Chemistry,282,45,,32935,32948,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348933829&partnerID=40&md5=3a16fd44243ff18e0102549ddbc97727,,219258,,JBCHA,10.1074/jbc.M705856200,17804411,Journal of Biological Chemistry,Article,Scopus
"Takeda N., Maemura K., Horie S., Oishi K., Imai Y., Harada T., Saito T., Shiga T., Amiya E., Manabe I., Ishida N., Nagai R.",Thrombomodulin is a clock-controlled gene in vascular endothelial cells,2007,Journal of Biological Chemistry,282,45,,32561,32567,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348963516&partnerID=40&md5=d040d1bd0087c90d1d020c6d5ce84214,,219258,,JBCHA,10.1074/jbc.M705692200,17848551,Journal of Biological Chemistry,Article,Scopus
"Rodenburg W., Keijer J., Kramer E., Roosing S., Vink C., Katan M.B., Van Der Meer R., Bovee-Oudenhoven I.M.J.",Salmonella induces prominent gene expression in the rat colon,2007,BMC Microbiology,7,,84,,,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-35748984392&partnerID=40&md5=9faf36db15730a1456d35c597239ad5d,,14712180,,,10.1186/1471-2180-7-84,17850650,BMC Microbiology,Article,Scopus
"Khodosevich K., Inta D., Seeburg P.H., Monyer H.",Gene expression analysis of in vivo fluorescent cells,2007,PLoS ONE,2,11, e1151,,,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-42649100011&partnerID=40&md5=e878ba6ee74531941b4423bbb2f3894e,,19326203,,,10.1371/journal.pone.0001151,17987128,PLoS ONE,Article,Scopus
"Moe M., Meuwissen T., Lien S., Bendixen C., Wang X., Conley L.C., Berget I., Tajet H., Grindflek E.",Gene expression profiles in testis of pigs with extreme high and low levels of androstenone,2007,BMC Genomics,8,,405,,,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349179689&partnerID=40&md5=cb5914495189e4df57dea076dfcfed3f,,14712164,,BGMEE,10.1186/1471-2164-8-405,17988377,BMC Genomics,Article,Scopus
"Grayson T.H., Ohms S.J., Brackenbury T.D., Meaney K.R., Peng K., Pittelkow Y.E., Wilson S.R., Sandow S.L., Hill C.E.","Vascular microarray profiling in two models of hypertension identifies caveolin-1, Rgs2 and Rgs5 as antihypertensive targets",2007,BMC Genomics,8,,404,,,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-38749103880&partnerID=40&md5=5d02aa2c7bb759a3dc3689c36fd6aa3f,,14712164,,BGMEE,10.1186/1471-2164-8-404,17986358,BMC Genomics,Article,Scopus
"Abrahams B.S., Tentler D., Perederiy J.V., Oldham M.C., Coppola G., Geschwind D.H.",Genome-wide analyses of human perisylvian cerebral cortical patterning,2007,Proceedings of the National Academy of Sciences of the United States of America,104,45,,17849,17854,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-36749100015&partnerID=40&md5=e149228a6c8c035465ba0562337ed32e,,278424,,PNASA,10.1073/pnas.0706128104,17978184,Proceedings of the National Academy of Sciences of the United States of America,Article,Scopus
"Xu Q., Majumder P.K., Ross K., Shim Y., Golub T.R., Loda M., Sellers W.R.",Identification of prostate cancer modifier pathways using parental strain expression mapping,2007,Proceedings of the National Academy of Sciences of the United States of America,104,45,,17771,17776,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-36749029394&partnerID=40&md5=baa323477729eab80923bfacc955c378,,278424,,PNASA,10.1073/pnas.0708476104,17978178,Proceedings of the National Academy of Sciences of the United States of America,Article,Scopus
"Tsonis P.A., Call M.K., Grogg M.W., Sartor M.A., Taylor R.R., Forge A., Fyffe R., Goldenberg R., Cowper-Sallari R., Tomlinson C.R.",MicroRNAs and regeneration: Let-7 members as potential regulators of dedifferentiation in lens and inner ear hair cell regeneration of the adult newt,2007,Biochemical and Biophysical Research Communications,362,4,,940,945,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-34548649007&partnerID=40&md5=9085f537faabedfe71971e599ed6af51,,0006291X,,BBRCA,10.1016/j.bbrc.2007.08.077,17765873,Biochemical and Biophysical Research Communications,Article,Scopus
"Keller D.M., McWeeney S., Arsenlis A., Drouin J., Wright C.V.E., Wang H., Wollheim C.B., White P., Kaestner K.H., Goodman R.H.",Characterization of pancreatic transcription factor Pdx-1 binding sites using promoter microarray and serial analysis of chromatin occupancy,2007,Journal of Biological Chemistry,282,44,,32084,32092,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-36148986076&partnerID=40&md5=3ebb8d856a76680e8ef7ee0c63ace41c,,219258,,JBCHA,10.1074/jbc.M700899200,17761679,Journal of Biological Chemistry,Article,Scopus
"Muramatsu S., Wakabayashi M., Ohno T., Amano K., Ooishi R., Sugahara T., Shiojiri S., Tashiro K., Suzuki Y., Nishimura R., Kuhara S., Sugano S., Yoneda T., Matsuda A.",Functional gene screening system identified TRPV4 as a regulator of chondrogenic differentiation,2007,Journal of Biological Chemistry,282,44,,32158,32167,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-36148952129&partnerID=40&md5=f8c1a250604991f3656b87086ae7f9f8,,219258,,JBCHA,10.1074/jbc.M706158200,17804410,Journal of Biological Chemistry,Article,Scopus
"Cadet P., Mantione K.J., Zhu W., Kream R.M., Sheehan M., Stefano G.B.",A functionally coupled μ3-like opiate receptor/nitric oxide regulatory pathway in human multi-lineage progenitor cells,2007,Journal of Immunology,179,9,,5839,5844,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-37249044000&partnerID=40&md5=64e8fe53f1c73207a4b907607b4bb21d,,221767,,JOIMA,,17947657,Journal of Immunology,Article,Scopus
"Nakamura H., Hakata M., Amano K., Miyao A., Toki N., Kajikawa M., Pang J., Higashi N., Ando S., Toki S., Fujita M., Enju A., Seki M., Nakazawa M., Ichikawa T., Shinozaki K., Matsui M., Nagamura Y., Hirochika H., Ichikawa H.",A genome-wide gain-of-function analysis of rice genes using the FOX-hunting system,2007,Plant Molecular Biology,65,4,,357,371,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-35348934989&partnerID=40&md5=30ca31244711b14753b0fd2184875093,,1674412,,PMBID,10.1007/s11103-007-9243-y,17929174,Plant Molecular Biology,Article,Scopus
"Ibrahim M., Nicolas P., Bessieres P., Bolotin A., Monnet V., Gardan R.",A genome-wide survey of short coding sequences in streptococci,2007,Microbiology,153,11,,3631,3644,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-36448983583&partnerID=40&md5=37c7f09b1eff2d55575db581106b0a6f,,13500872,,MROBE,10.1099/mic.0.2007/006205-0,17975071,Microbiology,Article,Scopus
"Chen P., Zhang Y., Qiao M., Yuan Y.","Activated protein C, an anticoagulant polypeptide, ameliorates severe acute pancreatitis via regulation of mitogen-activated protein kinases",2007,Journal of Gastroenterology,42,11,,887,896,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348969579&partnerID=40&md5=61f2818dd4515e3a46d6bd8f02ef8fa8,,9441174,,JOGAE,10.1007/s00535-007-2104-2,18008033,Journal of Gastroenterology,Article,Scopus
"Chen Y.-L., Lin P.-C., Chen S.-P., Lin C.-C., Tsai N.-M., Cheng Y.-L., Chang W.-L., Lin S.-Z., Harn H.-J.",Activation of nonsteroidal anti-inflammatory drug-activated gene-1 via extracellular signal-regulated kinase 1/2 mitogen-activated protein kinase revealed a isochaihulactone-triggered apoptotic pathway in human lung cancer A549 cells,2007,Journal of Pharmacology and Experimental Therapeutics,323,2,,746,756,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-35548995873&partnerID=40&md5=b219af4da8e594c95d0e273988effbc3,,223565,,JPETA,10.1124/jpet.107.126193,17715378,Journal of Pharmacology and Experimental Therapeutics,Article,Scopus
"Spicker J.S., Pedersen H.T., Nielsen H.B., Brunak S.",Analysis of cell death inducing compounds,2007,Archives of Toxicology,81,11,,803,811,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-35748984401&partnerID=40&md5=abbac8575135078a941e49d487bc0801,,3405761,,ARTOD,10.1007/s00204-007-0207-4,17503021,Archives of Toxicology,Article,Scopus
"Singla B., Tyagi A.K., Khurana J.P., Khurana P.",Analysis of expression profile of selected genes expressed during auxin-induced somatic embryogenesis in leaf base system of wheat (Triticum aestivum) and their possible interactions,2007,Plant Molecular Biology,65,5,,677,692,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-35448940466&partnerID=40&md5=00b40b50d19c23dcb3497b27570854e6,,1674412,,PMBID,10.1007/s11103-007-9234-z,17849219,Plant Molecular Biology,Article,Scopus
"Bootsma H.J., Egmont-Petersen M., Hermans P.W.M.",Analysis of the in vitro transcriptional response of human pharyngeal epithelial cells to adherent Streptococcus pneumoniae: Evidence for a distinct response to encapsulated strains,2007,Infection and Immunity,75,11,,5489,5499,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-35648958724&partnerID=40&md5=14ff423510dd48c6a33beedd065895f0,,199567,,INFIB,10.1128/IAI.01823-06,17709418,Infection and Immunity,Article,Scopus
"Hansen M., Lange M., Friis C., Dionisio G., Holm P.B., Vincze E.","Antisense-mediated suppression of C-hordein biosynthesis in the barley grain results in correlated changes in the transcriptome, protein profile, and amino acid composition",2007,Journal of Experimental Botany,58,14,,3987,3995,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-37549002471&partnerID=40&md5=6748df85e35ece80c28e750f737dbdd4,,220957,,JEBOA,10.1093/jxb/erm254,18162630,Journal of Experimental Botany,Article,Scopus
"Ito T., Nagata N., Yoshiba Y., Ohme-Takagi M., Ma H., Shinozakif K.",Arabidopsis MALE STERILITY1 encodes a PHD-type transcription factor and regulates pollen and tapetum development,2007,Plant Cell,19,11,,3549,3562,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-37849040799&partnerID=40&md5=b0395b2e25293713eb8bdb50043956d5,,10404651,,PLCEE,10.1105/tpc.107.054536,18032630,Plant Cell,Article,Scopus
"Madsen M.L., Oneal M.J., Gardner S.W., Strait E.L., Nettleton D., Thacker E.L., Minion F.C.",Array-based genomic comparative hybridization analysis of field strains of Mycoplasma hyopneumoniae,2007,Journal of Bacteriology,189,22,,7977,7982,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-36549025493&partnerID=40&md5=a0b1a04be9d3f1a2db5af014c62f65e1,,219193,,JOBAA,10.1128/JB.01068-07,17873054,Journal of Bacteriology,Article,Scopus
"Shao C., Wang Y., Yue H.-H., Zhang Y.-T., Shi C.-H., Liu F., Bao T.-Y., Yang Z.-Y., Yuan J.-L., Shao G.-X.",Biphasic effect of androgens on prostate cancer cells and its correlation with androgen receptor coactivator dopa decarboxylase,2007,Journal of Andrology,28,6,,804,812,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-35848929289&partnerID=40&md5=bf2b5ad80af6b31d16328dd3bd38b99e,,1963635,,JOAND,10.2164/jandrol.106.002154,17581945,Journal of Andrology,Article,Scopus
"Hammamieh R., Barmada M., Ludwig G., Peel S., Koterski N., Jett M.",Blood genomic profiles of exposures to Venezuelan equine encephalitis in Cynomolgus macaques (Macaca fascicularis),2007,Virology Journal,4,,82,,,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-35548932535&partnerID=40&md5=8c3c1ed1def781a8db3cbdf06ae4cdbc,,1743422X,,,10.1186/1743-422X-4-82,17727720,Virology Journal,Article,Scopus
