Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Publisher,ISSN,ISBN,CODEN,DOI,PubMed ID,Abbreviated Source Title,Document Type,Source
"Boverhof D.R., Burgoon L.D., Tashiro C., Sharratt B., Chittim B., Harkema J.R., Mendrick D.L., Zacharewski T.R.",Comparative toxicogenomic analysis of the hepatotoxic effects of TCDD in Sprague Dawley rats and C57BL/6 mice,2006,Toxicological Sciences,94,2,,398,416,,29,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751440795&partnerID=40&md5=1996b53f86213ad8cc96ac8f4ba2cc7e,,10966080,,TOSCF,10.1093/toxsci/kfl100,16960034,Toxicological Sciences,Article,Scopus
"Roberts C., Ivins S., Cook A.C., Baldini A., Scambler P.J.","Cyp26 genes a1, b1 and c1 are down-regulated in Tbx1 null mice and inhibition of Cyp26 enzyme function produces a phenocopy of DiGeorge Syndrome in the chick",2006,Human Molecular Genetics,15,23,,3394,3410,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751375645&partnerID=40&md5=ea571caace86e07c055680fa8e911ff5,,9646906,,HMGEE,10.1093/hmg/ddl416,17047027,Human Molecular Genetics,Article,Scopus
"Bardag-Gorce F., French B.A., Nan L., Song H., Nguyen S.K., Yong H., Dede J., French S.W.","CYP2E1 induced by ethanol causes oxidative stress, proteasome inhibition and cytokeratin aggresome (Mallory body-like) formation",2006,Experimental and Molecular Pathology,81,3,,191,201,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-33750505407&partnerID=40&md5=a3531654ac5386a4a820e2eeff1ca0ca,,144800,,EXMPA,10.1016/j.yexmp.2006.07.007,17034788,Experimental and Molecular Pathology,Article,Scopus
"Venier P., De Pitta C., Pallavicini A., Marsano F., Varotto L., Romualdi C., Dondero F., Viarengo A., Lanfranchi G.",Development of mussel mRNA profiling: Can gene expression trends reveal coastal water pollution?,2006,Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis,602,2-Jan,,121,134,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-33750624174&partnerID=40&md5=991402349a5a30253291d1ba99325cf4,,275107,,MRFME,10.1016/j.mrfmmm.2006.08.007,17010391,Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis,Article,Scopus
"Reymond N., Calevro F., Vinuelas J., Morin N., Rahbe Y., Febvay G., Laugier C., Douglas A., Fayard J.-M., Charles H.",Different levels of transcriptional regulation due to trophic constraints in the reduced genome of Buchnera aphidicola APS,2006,Applied and Environmental Microbiology,72,12,,7760,7766,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845541031&partnerID=40&md5=51bd4fcd3c0f2a3d9c93af54c82f3a8e,,992240,,AEMID,10.1128/AEM.01118-06,17041159,Applied and Environmental Microbiology,Article,Scopus
"Tilton J.C., Johnson A.J., Luskin M.R., Manion M.M., Yang J., Adelsberger J.W., Lempicki R.A., Hallahan C.W., McLaughlin M., Mican J.M., Metcalf J.A., Iyasere C., Connors M.",Diminished production of monocyte proinflammatoiy cytokines during human immunodeficiency virus viremia is mediated by type I interferons,2006,Journal of Virology,80,23,,11486,11497,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751251405&partnerID=40&md5=dc1d2187a1559355942efb598737acdb,,0022538X,,JOVIA,10.1128/JVI.00324-06,17005663,Journal of Virology,Article,Scopus
"Low W.-K., Tan M.G.K., Sun L., Chua A.W.C., Goh L.-K., Wang D.-Y.",Dose-dependant radiation-induced apoptosis in a cochlear cell-line,2006,Apoptosis,11,12,,2127,2136,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845363831&partnerID=40&md5=6081448962d358fb4fd4e7b520bfaee3,,13608185,,APOPF,10.1007/s10495-006-0285-4,17051332,Apoptosis,Article,Scopus
"Munger J., Bajad S.U., Coller H.A., Shenk T., Rabinowitz J.D.",Dynamics of the cellular metabolome during human cytomegalovirus infection.,2006,PLoS pathogens,2,12,,,,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-34250321626&partnerID=40&md5=55ebab008fe4e9c66d0764d8a444f95a,,15537374,,,10.1371/journal.ppat.0020132,17173481,PLoS pathogens,Article,Scopus
"Li G., Zhou D., Vicencio A.G., Ryu J., Xue J., Kanaan A., Gavrialov O., Haddad G.G.",Effect of carbon dioxide on neonatal mouse lung: A genomic approach,2006,Journal of Applied Physiology,101,6,,1556,1564,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845418930&partnerID=40&md5=0c95b54ae610a067047e848bbfa80410,,87507587,,JAPHE,10.1152/japplphysiol.01031.2005,16888043,Journal of Applied Physiology,Article,Scopus
"Jamers A., Van der Ven K., Moens L., Robbens J., Potters G., Guisez Y., Blust R., De Coen W.",Effect of copper exposure on gene expression profiles in Chlamydomonas reinhardtii based on microarray analysis,2006,Aquatic Toxicology,80,3,,249,260,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-33750933537&partnerID=40&md5=7a5105fbeb3923b05272eefd6592eae5,,0166445X,,AQTOD,10.1016/j.aquatox.2006.09.002,17079029,Aquatic Toxicology,Article,Scopus
"Gu F.-m., Han H.-l., Zhang L.-s.",Effects of vasopressin on gene expression in rat inner ear,2006,Hearing Research,222,2-Jan,,70,78,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-33750681720&partnerID=40&md5=95ecc2260c56b6cb1d49a9f2c51886aa,,3785955,,HERED,10.1016/j.heares.2006.08.016,17070001,Hearing Research,Article,Scopus
"Joyce A.R., Reed J.L., White A., Edwards R., Osterman A., Baba T., Mori H., Lesely S.A., Palsson B.O., Agarwalla S.",Experimental and computational assessment of conditionally essential genes in Escherichia coli,2006,Journal of Bacteriology,188,23,,8259,8271,,36,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751567092&partnerID=40&md5=bf1af6381f9f92327eedd54df4a48e1c,,219193,,JOBAA,10.1128/JB.00740-06,17012394,Journal of Bacteriology,Article,Scopus
"Jacobsen T.L., Cain D., Paul L., Justiniano S., Alli A., Mullins J.S., Chun P.W., Butchar J.P., Simcox A.",Functional analysis of genes differentially expressed in the Drosophila wing disc: Role of transcripts enriched in the wing region,2006,Genetics,174,4,,1973,1982,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845747695&partnerID=40&md5=04271ba73ec9e2a41c1ae8d52c6abeb3,,166731,,GENTA,10.1534/genetics.106.056788,17028348,Genetics,Article,Scopus
"Tanaka F., Ando A., Nakamura T., Takagi H., Shima J.",Functional genomic analysis of commercial baker's yeast during initial stages of model dough-fermentation,2006,Food Microbiology,23,8,,717,728,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-33745747684&partnerID=40&md5=b449605aeae6cff7dd3d65546f6a5001,,7400020,,FOMIE,10.1016/j.fm.2006.02.003,16943074,Food Microbiology,Article,Scopus
"Gal H., Amariglio N., Trakhtenbrot L., Jacob-Hirsh J., Margalit O., Avigdor A., Nagler A., Tavor S., Ein-Dor L., Lapidot T., Domany E., Rechavi G., Givol D.",Gene expression profiles of AML derived stem cells; similarity to hematopoietic stem cells,2006,Leukemia,20,12,,2147,2154,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751216490&partnerID=40&md5=853a0b676f51b2d0bcd958890035bbf0,,8876924,,LEUKE,10.1038/sj.leu.2404401,17039238,Leukemia,Article,Scopus
"Kierstein S., Noyes H., Naessens J., Nakamura Y., Pritchard C., Gibson J., Kemp S., Brass A.",Gene expression profiling in a mouse model for African trypanosomiasis,2006,Genes and Immunity,7,8,,667,679,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-33846996009&partnerID=40&md5=5fa39118d6f1fc9ce9796c62355644d9,,14664879,,GEIMA,10.1038/sj.gene.6364345,17066074,Genes and Immunity,Article,Scopus
"Lehnert S.A., Byrne K.A., Reverter A., Nattrass G.S., Greenwood P.L., Wang Y.H., Hudson N.J., Harper G.S.",Gene expression profiling of bovine skeletal muscle in response to and during recovery from chronic and severe undernutrition,2006,Journal of Animal Science,84,12,,3239,3250,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845263641&partnerID=40&md5=2097ef32c0e67bb40c732930057a2073,,218812,,,10.2527/jas.2006-192,17093216,Journal of Animal Science,Article,Scopus
"Hartmann C.H., Klein C.A.",Gene expression profiling of single cells on large-scale oligonucleotide arrays,2006,Nucleic Acids Research,34,21, e143,,,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845629055&partnerID=40&md5=aa2e9ec797ae145ecf874c50e79f6b30,,3051048,,NARHA,10.1093/nar/gkl740,17071717,Nucleic Acids Research,Article,Scopus
"Crandall H., Dunn D.M., Ma Y., Wooten R.M., Zachary J.F., Weis J.H., Weiss R.B., Weis J.J.",Gene expression profiling reveals unique pathways associated with differential severity of lyme arthritis,2006,Journal of Immunology,177,11,,7930,7942,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751578408&partnerID=40&md5=7ace41676ad4bcd47ee32d68306155f6,,221767,,JOIMA,,17114465,Journal of Immunology,Article,Scopus
"Wong K.-K., Tsang Y.T.M., Chang Y.-M., Su J., Di Francesco A.M., Meco D., Riccardi R., Perlaky L., Dauser R.C., Adesina A., Bhattacharjee M., Chintagumpala M., Lau C.C.",Genome-wide allelic imbalance analysis of pediatric gliomas by single nucleotide polymorphic allele array,2006,Cancer Research,66,23,,11172,11178,,23,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845774308&partnerID=40&md5=6ecbf6323300e5d4b4f4ac3f9f5d21e3,,85472,,CNREA,10.1158/0008-5472.CAN-06-2438,17145861,Cancer Research,Article,Scopus
"Sugiyama A., Shitan N., Sato S., Nakamura Y., Tabata S., Yazaki K.","Genome-wide analysis of ATP-binding cassette (ABC) proteins in a model legume plant, Lotus japonicus: Comparison with Arabidopsis ABC protein family",2006,DNA Research,13,5,,205,228,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845898463&partnerID=40&md5=888eba167124850cdb379b4098a735e4,,13402838,,DARSE,10.1093/dnares/dsl013,17164256,DNA Research,Article,Scopus
"Komura D., Shen F., Ishikawa S., Fitch K.R., Chen W., Zhang J., Liu G., Ihara S., Nakamura H., Hurles M.E., Lee C., Scherer S.W., Jones K.W., Shapero M.H., Huang J., Aburatani H.",Genome-wide detection of human copy number variations using high-density DNA oligonucleotide arrays,2006,Genome Research,16,12,,1575,1584,,75,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751345434&partnerID=40&md5=8ce0570bceac94330dec69a7feee2bf8,,10889051,,GEREF,10.1101/gr.5629106,17122084,Genome Research,Article,Scopus
"Sokolov M., Panyutin I.G., Neumann R.",Genome-wide gene expression changes in normal human fibroblasts in response to low-LET gamma-radiation and high-LET-like <sup>125</sup>IUdR exposures,2006,Radiation Protection Dosimetry,122,4-Jan,,195,201,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-34347380929&partnerID=40&md5=5dcf95a243ff90ef9be7c2f15bafcd5f,,1448420,,RPDOD,10.1093/rpd/ncl423,17145729,Radiation Protection Dosimetry,Article,Scopus
"Walton K.D., Croce J.C., Glenn T.D., Wu S.-Y., McClay D.R.",Genomics and expression profiles of the Hedgehog and Notch signaling pathways in sea urchin development,2006,Developmental Biology,300,1,,153,164,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751503196&partnerID=40&md5=0cabda21d3ad3105789b5abf6bc4378a,,121606,,DEBIA,10.1016/j.ydbio.2006.08.064,17067570,Developmental Biology,Article,Scopus
"Resnick M.B., Sabo E., Meitner P.A., Kim S.S., Cho Y., Kim H.K., Tavares R., Moss S.F.",Global analysis of the human gastric epithelial transcriptome altered by Helicobacter pylori eradication in vivo,2006,Gut,55,12,,1717,1724,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845441123&partnerID=40&md5=b556a12f258aa2bea402402e1d73311c,,175749,,GUTTA,10.1136/gut.2006.095646,16641130,Gut,Article,Scopus
"Davis G.S., Flannery E.L., Mobley H.L.T.",Helicobacter pylori HP1512 is a nickel-responsive NikR-regulated outer membrane protein,2006,Infection and Immunity,74,12,,6811,6820,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845505250&partnerID=40&md5=cc316354cb2edb587163854b721dfefa,,199567,,INFIB,10.1128/IAI.01188-06,17030579,Infection and Immunity,Article,Scopus
"Inoue K., Kobayashi M., Yano K., Miura M., Izumi A., Mataki C., Doi T., Hamakubo T., Reid P.C., Hume D.A., Yoshida M., Aird W.C., Kodama T., Minami T.",Histone deacetylase inhibitor reduces monocyte adhesion to endothelium through the suppression of vascular cell adhesion molecule-1 expression,2006,"Arteriosclerosis, Thrombosis, and Vascular Biology",26,12,,2652,2659,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751161897&partnerID=40&md5=22303e9ab9769e57651424aec6c3ef8a,,10795642,,ATVBF,10.1161/01.ATV.0000247247.89787.e7,17008592,"Arteriosclerosis, Thrombosis, and Vascular Biology",Article,Scopus
"Feng X., Bonni S., Riabowol K.",HSP70 induction by ING proteins sensitizes cells to tumor necrosis factor alpha receptor-mediated apoptosis,2006,Molecular and Cellular Biology,26,24,,9244,9255,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845467373&partnerID=40&md5=df56c007fb17415c3fe36dc06116d12f,,2707306,,MCEBD,10.1128/MCB.01538-06,17030616,Molecular and Cellular Biology,Article,Scopus
"Hoene V., Peiser M., Wanner R.",Human monocyte-derived dendritic cells express TLR9 and react directly to the CpG-A oligonucleotide D19,2006,Journal of Leukocyte Biology,80,6,,1328,1336,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845413623&partnerID=40&md5=e968178d0f4d4b4e1455e84a15119430,,7415400,,JLBIE,10.1189/jlb.0106011,17000899,Journal of Leukocyte Biology,Article,Scopus
"Goh Y.J., Zhang C., Benson A.K., Schlegel V., Lee J.-H., Hutkins R.W.",Identification of a putative operon involved in fructooligosaccharide utilization by Lactobacillus paracasei,2006,Applied and Environmental Microbiology,72,12,,7518,7530,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845544495&partnerID=40&md5=49148d2d422cffc96b62c298f0f652a1,,992240,,AEMID,10.1128/AEM.00877-06,17028235,Applied and Environmental Microbiology,Article,Scopus
"Guzelian J., Barwick J.L., Hunter L., Phang T.L., Quattrochi L.C., Guzelian P.S.",Identification of genes controlled by the pregnane X receptor by microarray analysis of mRNAs from pregnenolone 16α-carbonitrile-treated rats,2006,Toxicological Sciences,94,2,,379,387,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751394970&partnerID=40&md5=bbe945ac1aa10ca1ff05b2e3aa91b859,,10966080,,TOSCF,10.1093/toxsci/kfl116,16997903,Toxicological Sciences,Article,Scopus
"Li H., Ren C.-P., Tan X.-J., Yang X.-Y., Zhang H.-B., Zhou W., Yao K.-T.",Identification of genes related to nasopharyngeal carcinoma with the help of pathway-based networks,2006,Acta Biochimica et Biophysica Sinica,38,12,,900,910,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845682085&partnerID=40&md5=1e0a59ade07eb43f673d07242d1e73b8,,16729145,,,10.1111/j.1745-7270.2006.00235.x,17151784,Acta Biochimica et Biophysica Sinica,Article,Scopus
"Chu E.K., Cheng J., Foley J.S., Mecham B.H., Owen C.A., Haley K.J., Mariani T.J., Kohane I.S., Tschumperlin D.J., Drazen J.M.",Induction of the plasminogen activator system by mechanical stimulation of human bronchial epithelial cells,2006,American Journal of Respiratory Cell and Molecular Biology,35,6,,628,638,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845383064&partnerID=40&md5=08dd51065767aeb6713c752bd206dea6,,10441549,,AJRBE,10.1165/rcmb.2006-0040OC,16794260,American Journal of Respiratory Cell and Molecular Biology,Article,Scopus
"Nilsson E.E., Stanfield J., Skinner M.K.",Interactions between progesterone and tumor necrosis factor-α in the regulation of primordial follicle assembly,2006,Reproduction,132,6,,877,886,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845971863&partnerID=40&md5=7d8e5e97644143e08835f964ddc98715,,14701626,,RCUKB,10.1530/REP.06-0045,17127748,Reproduction,Article,Scopus
"Marcello T., Grakoui A., Barba-Spaeth G., Machlin E.S., Kotenko S.V., Macdonald M.R., Rice C.M.",Interferons α and λ Inhibit Hepatitis C Virus Replication With Distinct Signal Transduction and Gene Regulation Kinetics,2006,Gastroenterology,131,6,,1887,1898,,39,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845605155&partnerID=40&md5=4d245a4bd985c5d6b43c1ff634069985,,165085,,GASTA,10.1053/j.gastro.2006.09.052,17087946,Gastroenterology,Article,Scopus
"Fessing M.Y., Sharova T.Y., Sharov A.A., Atoyan R., Botchkarev V.A.",Involvement of the Edar signaling in the control of hair follicle involution (catagen),2006,American Journal of Pathology,169,6,,2075,2084,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349120266&partnerID=40&md5=0b9c6eb244df510cbadf152964d2e095,,29440,,AJPAA,10.2353/ajpath.2006.060227,17148670,American Journal of Pathology,Article,Scopus
"Yazlovitskaya E.M., Edwards E., Thotala D., Fu A., Osusky K.L., Whetsell Jr. W.O., Boone B., Shinohara E.T., Hallahan D.E.",Lithium treatment prevents neurocognitive deficit resulting from cranial irradiation,2006,Cancer Research,66,23,,11179,11186,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845801291&partnerID=40&md5=cddfe3fe3b5a28c2b6c43243d663aca5,,85472,,CNREA,10.1158/0008-5472.CAN-06-2740,17145862,Cancer Research,Article,Scopus
"Holaska J.M., Rais-Bahrami S., Wilson K.L.",Lmo7 is an emerin-binding protein that regulates the transcription of emerin and many other muscle-relevant genes,2006,Human Molecular Genetics,15,23,,3459,3472,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751359975&partnerID=40&md5=e3edd659346d8eb44707949e9870c210,,9646906,,HMGEE,10.1093/hmg/ddl423,17067998,Human Molecular Genetics,Article,Scopus
"David H., Hofmann G., Oliveira A.P., Jarmer H., Nielsen J.",Metabolic network driven analysis of genome-wide transcription data from Aspergillus nidulans.,2006,Genome biology,7,11,,,,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847715500&partnerID=40&md5=b18fd542c653a17b75d4d7b745215018,,14656914,,,,17107606,Genome biology,Article,Scopus
"Molloy T.J., Kemp M.W., Wang Y., Murrell G.A.C.",Microarray analysis of the tendinopathic rat supraspinatus tendon: Glutamate signaling and its potential role in tendon degeneration,2006,Journal of Applied Physiology,101,6,,1702,1709,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845431234&partnerID=40&md5=f554c054c765e51df46764558bb3ce2b,,87507587,,JAPHE,10.1152/japplphysiol.00386.2006,16888051,Journal of Applied Physiology,Article,Scopus
"Le Panse R., Cizeron-Clairac G., Bismuth J., Berrih-Aknin S.",Microarrays reveal distinct gene signatures in the thymus of seropositive and seronegative myasthenia gravis patients and the role of CC chemokine ligand 21 in thymic hyperplasia,2006,Journal of Immunology,177,11,,7868,7879,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751558801&partnerID=40&md5=1f70188a9467bdde9e5db17d1d922004,,221767,,JOIMA,,17114458,Journal of Immunology,Article,Scopus
"Mihm M., Baker P.J., Ireland J.L.H., Smith G.W., Coussens P.M., Evans A.C.O., Ireland J.J.",Molecular evidence that growth of dominant follicles involves a reduction in follicle-stimulating hormone dependence and an increase in luteinizing hormone dependence in cattle,2006,Biology of Reproduction,74,6,,1051,1059,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-33748559821&partnerID=40&md5=5b561aa528517d6934f4d74c16b99f62,,63363,,BIREB,10.1095/biolreprod.105.045799,16481595,Biology of Reproduction,Article,Scopus
"Rus A., Baxter I., Muthukumar B., Gustin J., Lahner B., Yakubova E., Salt D.E.",Natural variants of AtHKT1 enhance Na+ accumulation in two wild populations of Arabidopsis.,2006,PLoS genetics,2,12,,,,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-34547531671&partnerID=40&md5=8da08c2b69406cdbe7cc2978960d1069,,15537404,,,10.1371/journal.pgen.0020210,17140289,PLoS genetics,Article,Scopus
"Mazzarelli J.M., White P., Gorski R., Brestelli J., Pinney D.F., Arsenlis A., Katokhin A., Belova O., Bogdanova V., Elisafenko E., Gubina M., Nizolenko L., Perelman P., Puzakov M., Shilov A., Trifonoff V., Vorobjeva N., Kolchanov N., Kaestner K.H., Stoeckert Jr. C.J.",Novel genes identified by manual annotation and microarray expression analysis in the pancreas,2006,Genomics,88,6,,752,761,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-33750939051&partnerID=40&md5=3c7f561fe210fda7f79344756125880f,,8887543,,GNMCE,10.1016/j.ygeno.2006.04.005,16725306,Genomics,Article,Scopus
"Lai W.S., Parker J.S., Grissom S.F., Stumpo D.J., Blackshear P.J.",Novel mRNA targets for tristetraprolin (TTP) identified by global analysis of stabilized transcripts in TTP-deficient fibroblasts,2006,Molecular and Cellular Biology,26,24,,9196,9208,,43,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845431240&partnerID=40&md5=f26fff44146899bfa4a378165ccb236d,,2707306,,MCEBD,10.1128/MCB.00945-06,17030620,Molecular and Cellular Biology,Article,Scopus
"Nelson D.M., Bhaskaran V., Foster W.R., Lehman-McKeeman L.D.",p53-independent induction of rat hepatic Mdm2 following administration of phenobarbital and pregnenolone 16α-carbonitrile,2006,Toxicological Sciences,94,2,,272,280,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751415080&partnerID=40&md5=2f1e96a8989ed43ce7d6ddca3cbaff7e,,10966080,,TOSCF,10.1093/toxsci/kfl115,17000718,Toxicological Sciences,Article,Scopus
"Mengual L., Burset M., Ars E., Ribal M.J., Lozano J.J., Minana B., Sumoy L., Alcaraz A.",Partially Degraded RNA from Bladder Washing is a Suitable Sample for Studying Gene Expression Profiles in Bladder Cancer,2006,European Urology,50,6,,1347,1356,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-33750633197&partnerID=40&md5=e34676d9c99fd5a992e2311238eb1a3b,,3022838,,EUURA,10.1016/j.eururo.2006.05.039,16815626,European Urology,Article,Scopus
"Iwasawa T., Iwasaki K., Sawada T., Okada A., Ueyama K., Motomura S., Harata S., Inoue I., Toh S., Furukawa K.-I.",Pathophysiological role of endothelin in ectopic ossification of human spinal ligaments induced by mechanical stress,2006,Calcified Tissue International,79,6,,422,430,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845894670&partnerID=40&md5=093921083e01678bb1dab6ac10d61315,,0171967X,,CTIND,10.1007/s00223-006-0147-7,17160579,Calcified Tissue International,Article,Scopus
"Blais J.D., Addison C.L., Edge R., Falls T., Zhao H., Wary K., Koumenis C., Harding H.P., Ron D., Holcik M., Bell J.C.",Perk-dependent translational regulation promotes tumor cell adaptation and angiogenesis in response to hypoxic stress,2006,Molecular and Cellular Biology,26,24,,9517,9532,,38,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845465578&partnerID=40&md5=fe66b608950633592184b6b6382ef3ec,,2707306,,MCEBD,10.1128/MCB.01145-06,17030613,Molecular and Cellular Biology,Article,Scopus
"O'Driscoll L., Gammell P., McKiernan E., Ryan E., Jeppesen P.B., Rani S., Clynes M.",Phenotypic and global gene expression profile changes between low passage and high passage MIN-6 cells,2006,Journal of Endocrinology,191,3,,665,676,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-33846827023&partnerID=40&md5=0f7b52d55d10dbcba1159f789d2c08ae,,220795,,JOENA,10.1677/joe.1.06894,17170223,Journal of Endocrinology,Article,Scopus
"Schnellmann C., Gerber V., Rossano A., Jaquier V., Panchaud Y., Doherr M.G., Thomann A., Straub R., Perreten V.",Presence of new mecA and mph(C) variants conferring antibiotic resistance in Staphylococcus spp. isolated from the skin of horses before and after clinic admission,2006,Journal of Clinical Microbiology,44,12,,4444,4454,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845582569&partnerID=40&md5=bc4503bec9e737d7dadc10621e4bbaf6,,951137,,JCMID,10.1128/JCM.00868-06,17005735,Journal of Clinical Microbiology,Article,Scopus
"Leonard M.O., Kieran N.E., Howell K., Burne M.J., Varadarajan R., Dhakshinamoorthy S., Porter A.G., O'Farrelly C., Rabb H., Taylor C.T.",Reoxygenation-specific activation of the antioxidant transcription factor Nrf2 mediates cytoprotective gene expression in ischemia-reperfusion injury.,2006,The FASEB journal : official publication of the Federation of American Societies for Experimental Biology,20,14,,2624,2626,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-34547633265&partnerID=40&md5=0f5fa6ef9c11b0bb597ed41475ade7f6,,15306860,,,10.1096/fj.06-5097fje,17142801,The FASEB journal : official publication of the Federation of American Societies for Experimental Biology,Article,Scopus
"DiDonato L.N., Sullivan S.A., Methe B.A., Nevin K.P., England R., Lovley D.R.",Role of Rel<sub>Gsu</sub> in stress response and Fe(III) reduction in Geobacter sulfurreducens,2006,Journal of Bacteriology,188,24,,8469,8478,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845433741&partnerID=40&md5=dfc50c6cec855c0cfdc623955ec33f93,,219193,,JOBAA,10.1128/JB.01278-06,17041036,Journal of Bacteriology,Article,Scopus
"Deng X., Meller V.H.",roX RNAs are required for increased expression of X-linked genes in Drosophila melanogaster males,2006,Genetics,174,4,,1859,1866,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-33845761417&partnerID=40&md5=6adb955ef3b9e1e2fb9b4c2e63d1b101,,166731,,GENTA,10.1534/genetics.106.064568,17028315,Genetics,Article,Scopus
"Sharma N., Marguerat S., Mehta S., Watt S., Bahler J.",The fission yeast Rpb4 subunit of RNA polymerase II plays a specialized role in cell separation,2006,Molecular Genetics and Genomics,276,6,,545,554,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-33750624797&partnerID=40&md5=498ab91ba2c64165bf46e479f28d4990,,16174615,,MGGOA,10.1007/s00438-006-0161-5,16972065,Molecular Genetics and Genomics,Article,Scopus
"Byrne J.A., Mitalipov S.M., Clepper L., Wolf D.P.",Transcriptional profiling of rhesus monkey embryonic stem cells,2006,Biology of Reproduction,75,6,,908,915,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-33751556364&partnerID=40&md5=cfb44c2cc6f4f9756fa7cc4b059468a1,,63363,,BIREB,10.1095/biolreprod.106.053868,16943365,Biology of Reproduction,Article,Scopus
"Bhattacharjee R.N., Park K.-S., Kumagai Y., Okada K., Yamamoto M., Uematsu S., Matsui K., Kumar H., Kawai T., Iida T., Honda T., Takeuchi O., Akira S.","VP1686, a Vibrio type III secretion protein, induces Toll-like receptor-independent apoptosis in macrophage through NF-κB inhibition",2006,Journal of Biological Chemistry,281,48,,36897,36904,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-33846014669&partnerID=40&md5=d939e22d70855c5d99be9d8fb616ae71,,219258,,JBCHA,10.1074/jbc.M605493200,16984916,Journal of Biological Chemistry,Article,Scopus
"Gama-Carvalho M., Barbosa-Morais N.L., Brodsky A.S., Silver P.A., Carmo-Fonseca M.",Genome-wide identification of functionally distinct subsets of cellular mRNAs associated with two nucleocytoplasmic-shuttling mammalian splicing factors,2006,Genome Biology,7,11, R113,,,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-33847693938&partnerID=40&md5=9343214a7e5c1e54d70c79c7def94b5a,,14747596,,GNBLF,10.1186/gb-2006-7-11-r113,17137510,Genome Biology,Article,Scopus
